;Supplementary Table 2. Differential gene expression analyses in Dux WT and MZ-KO 2-cell embryos;;;;;;;;;;;;;;;;RPKM: Reads Per Kilobase of gene, per Million mapped reads
Gene Symbol;RPKM;;;;;;;;DESeq_output;;;;;;;Group (FC>2&FDR<0.05);Three RNA-seq replicates from each group were used for analyses. Negative binomial test from DESeq R package was used to compute FDR using raw read counts of each gene.  Differentially expressed genes were defined as (RPKM > 1 in either WT or MZ-KO, FDR < 0.05, and FC > 2)
;WT_rep1;WT_rep2;WT_rep3;MZ-KO_rep1;MZ-KO_rep2;MZ-KO_rep3;WT_mean;KO_mean;baseMean;baseMeanA;baseMeanB;fold change (FC);log2FC;pval;FDR;;Related to Figure 2A
Tada2b;0,680204;0,96329;1,39161;1,53912;1,01305;1,52162;1,011701333;1,35793;106,4119318;84,65323755;128,1706261;1,514066441;0,598428516;0,23435358;0,79145574;similar level;
Tada3;5,26387;5,59079;10,1035;5,52167;7,73488;7,3298;6,986053333;6,862116667;214,2274127;212,1394968;216,3153286;1,019684368;0,02812265;1;1;similar level;
Taf1;5,74655;8,25652;15,8727;9,11927;7,31771;11,1729;9,95859;9,203293333;1459,071042;1496,646232;1421,495852;0,949787479;-0,074323358;0,656524639;0,974083694;similar level;
Taf10;350,633;334,91;359,491;326,571;312,946;324,151;348,3446667;321,2226667;3260,102543;3340,604187;3179,600899;0,951804141;-0,071263363;0,710816146;0,984504706;similar level;
Taf11;67,7257;80,4164;83,5929;65,4571;61,3765;63,8177;77,245;63,55043333;1288,587231;1394,399532;1182,77493;0,848232449;-0,237468421;0,296038308;0,841339746;similar level;
Taf12;188,241;170,88;185,225;109,862;170,956;165,855;181,4486667;148,891;3390,273917;3676,640662;3103,907173;0,844223697;-0,244302769;0,419735207;0,91219677;similar level;
Taf13;320,247;278,645;300,897;258,899;220,364;214,829;299,9296667;231,364;6253,426613;6918,242604;5588,610622;0,807807841;-0,307915945;0,133146946;0,667488646;similar level;
Taf15;9,61722;11,8301;17,9419;12,2908;13,9986;11,8861;13,12974;12,72516667;518,7929517;502,511865;535,0740385;1,064798815;0,090580871;0,869449694;1;similar level;
Taf1b;11,5979;20,679;28,82;12,8871;11,9915;12,7393;20,36563333;12,5393;600,288981;736,3616691;464,2162928;0,630418872;-0,665617371;0,017535503;0,271588121;similar level;
Taf1c;0;0,0556125;0,223033;0;0,0632507;0,330806;0,092881833;0,131352233;13,24135586;12,18826422;14,29444749;1,172804201;0,229962177;0,873310815;1;similar level;
Taf1d;374,569;450,824;635,634;465,849;376,596;527,953;487,009;456,7993333;9971,048196;10052,27208;9889,824308;0,983839696;-0,023504829;0,749369495;0,991166052;similar level;
Taf2;12,9109;13,869;21,5483;18,7374;20,9553;18,915;16,1094;19,5359;1558,77058;1377,187568;1740,353592;1,263701207;0,337655389;0,239414082;0,797510979;similar level;
Taf3;44,984;51,7478;60,1795;69,254;60,4868;55,704;52,30376667;61,81493333;4626,006469;4152,138667;5099,874271;1,228252397;0,296607055;0,276310399;0,82718614;similar level;
Taf4a;10,8448;10,7176;21,1047;26,925;19,887;17,8066;14,22236667;21,53953333;1323,039901;1028,916577;1617,163224;1,571714617;0,652339285;0,141250724;0,681872675;similar level;
Taf4b;19,9231;26,1718;32,3198;34,581;32,4217;35,4639;26,13823333;34,15553333;2748,487052;2380,656527;3116,317576;1,309016038;0,388482774;0,148279247;0,694490147;similar level;
Taf5;20,8475;21,9974;38,1725;18,0731;26,6448;26,3028;27,0058;23,67356667;1436,51135;1500,0526;1372,970099;0,915281303;-0,127712884;0,676479221;0,97679178;similar level;
Taf5l;4,60574;9,00805;7,31718;4,2145;3,07488;4,615;6,97699;3,968126667;296,0779591;377,9845892;214,1713289;0,566613918;-0,819562056;0,007644582;0,173732544;similar level;
Taf6;16,611;17,218;17,3579;10,2068;12,1174;14,4844;17,0623;12,26953333;537,3866847;613,3872254;461,3861439;0,752193924;-0,410823442;0,149317893;0,695297531;similar level;
Taf6l;3,39259;5,83874;2,92087;0,880978;1,37581;0,836912;4,050733333;1,031233333;81,33972772;119,313369;43,36608645;0,363463766;-1,460116546;0,004688796;0,130599632;similar level;
Taf7;83,223;114,649;120,73;75,4161;83,9587;85,9892;106,2006667;81,788;5095,970827;5656,885831;4535,055823;0,801687706;-0,318887745;0,159954136;0,710588906;similar level;
Taf7l;30,5402;11,1326;12,45;42,5637;40,8385;33,2578;18,04093333;38,88666667;939,9231921;575,6237394;1304,222645;2,265755485;1,179992177;0,001102025;0,052636534;similar level;
Taf8;6,51602;6,46503;11,7459;5,27985;8,01858;6,59089;8,242316667;6,629773333;398,9167525;431,3755206;366,4579844;0,849510385;-0,235296512;0,485817239;0,940102487;similar level;
Taf9;695,317;941,516;997,382;618,851;706,886;929,191;878,0716667;751,6426667;21898,30308;23346,89513;20449,71103;0,875907092;-0,191150244;0,492270017;0,940942552;similar level;
Taf9b;101,775;66,7411;94,5524;68,9604;103,151;141,098;87,6895;104,4031333;3881,869567;3471,519623;4292,21951;1,236409404;0,306156533;0,357175585;0,878609131;similar level;
Tagap;0,18983;0,305096;0,327077;0,234363;0,196981;0,353094;0,274001;0,261479333;22,12361973;21,62079834;22,62644112;1,04651275;0,065589888;0,988377848;1;similar level;
Tagap1;8,35104;6,3381;8,02287;10,9975;7,59337;9,68669;7,57067;9,425853333;474,9621579;421,1746186;528,7496972;1,255416813;0,328166435;0,36787053;0,881148293;similar level;
Tagln;1,19063;1,05612;1,36978;1,01222;0,988711;0,347382;1,20551;0,782771;31,15561098;35,58538969;26,72583227;0,751033851;-0,413050159;0,506939151;0,943983213;similar level;
Tagln2;25,538;11,0251;8,2869;10,5626;8,35791;8,78308;14,95;9,23453;252,480066;306,6492181;198,3109139;0,646702819;-0,628825195;0,071308015;0,524205565;similar level;
Tagln3;0,8834;0,304245;0,782794;1,89304;1,42413;0,222384;0,656813;1,179851333;15,5502467;11,0333995;20,0670939;1,818758933;0,862954334;0,509514414;0,943990594;similar level;
Tal1;0,168421;0;0,0593569;0,289214;0,0238317;0,0944313;0,075925967;0,135825667;7,724934038;5,095796058;10,35407202;2,031885087;1,022818813;0,640899997;0,973853747;similar level;
Tal2;0;0;0,24956;0;0,300593;0;0,083186667;0,100197667;1,498460812;1,337929926;1,658991697;1,239969049;0,310304109;1;1;similar level;
Taldo1;69,274;99,3601;72,3597;52,9463;43,2796;48,7491;80,33126667;48,325;1275,553987;1558,260531;992,8474418;0,637151119;-0,650292504;0,007019126;0,166977766;similar level;
Tanc1;3,46087;2,80974;4,79089;5,87361;5,89112;5,33279;3,687166667;5,699173333;639,1046437;493,5691378;784,6401495;1,589726929;0,668778971;0,029267894;0,352993926;similar level;
Tanc2;4,7784;5,74738;5,3901;6,0663;6,2722;4,78738;5,305293333;5,708626667;1220,951764;1167,230932;1274,672597;1,092048336;0,127036714;0,620924401;0,968881369;similar level;
Tank;108,522;110,581;170,659;77,7397;135,655;153,912;129,9206667;122,4355667;4170,960737;4227,729287;4114,192187;0,973144662;-0,039273812;0,876464605;1;similar level;
Taok1;34,1214;39,5621;65,3279;59,8331;51,3559;52,0514;46,33713333;54,41346667;10763,66089;9702,431487;11824,8903;1,218755351;0,285408553;0,382481892;0,888234315;similar level;
Taok2;1,22738;1,85459;1,7444;2,76324;1,83699;1,57096;1,60879;2,057063333;170,1371295;144,913596;195,360663;1,348118247;0,430947045;0,323954127;0,861573973;similar level;
Taok3;4,74046;4,55928;5,73636;5,59033;7,45668;5,62967;5,012033333;6,22556;466,7330494;405,5117629;527,9543359;1,301945798;0,380669389;0,192744904;0,752071876;similar level;
Tap1;1,27947;1,09807;0,513609;0,980463;0,230213;0,521268;0,963716333;0,577314667;38,59258753;47,44310041;29,74207464;0,626899894;-0,673693008;0,324608384;0,861722437;similar level;
Tap2;0,211963;0,383253;0,123259;0,20608;0,164961;0,116723;0,239491667;0,162588;10,30069527;10,58798872;10,01340182;0,945732196;-0,080496383;1;1;similar level;
Tapbp;0,380886;1,52146;1,68062;1,56126;0,796702;1,57373;1,194322;1,310564;65,78828758;60,11228379;71,46429137;1,188846719;0,249562717;0,776108799;0,994316437;similar level;
Tapbpl;0,777651;0,351521;0,452214;0,540048;0,428692;0,599525;0,527128667;0,522755;22,27495022;20,35284597;24,19705446;1,188878179;0,249600894;0,855761703;1;similar level;
Tapt1;8,5016;8,71404;6,97778;9,05711;9,15675;8,48174;8,064473333;8,898533333;505,7584361;470,5775175;540,9393546;1,149522309;0,201034465;0,46035113;0,932081555;similar level;
Tarbp2;9,61264;11,4945;5,66458;4,98367;5,50086;3,24091;8,923906667;4,575146667;394,8438096;471,6389991;318,04862;0,674347585;-0,568435691;0,153815331;0,700773329;similar level;
Tardbp;8,82143;14,6003;18,8115;10,639;12,0507;12,2346;14,07774333;11,64143333;1586,368737;1652,993971;1519,743502;0,919388412;-0,121253612;0,623603297;0,968881369;similar level;
Tarm1;9,39833;9,19861;13,6398;8,03295;8,06447;12,3148;10,74558;9,47074;152,3181395;163,8166437;140,8196353;0,859617388;-0,21823343;0,518642725;0,947342808;similar level;
Tars;10,9337;12,0987;7,3767;13,4495;15,7197;13,9783;10,13636667;14,3825;533,592891;427,6856268;639,5001553;1,495257533;0,580393986;0,029884916;0,355451167;similar level;
Tars2;4,46964;4,48253;3,30189;2,90589;3,01801;2,59468;4,084686667;2,839526667;153,8315187;172,1088168;135,5542206;0,78760765;-0,344450972;0,389692241;0,893213672;similar level;
Tarsl2;2,45149;2,27123;1,19387;1,55332;1,86057;1,66013;1,972196667;1,69134;108,9530804;110,5460693;107,3600915;0,971179638;-0,042189921;0,992139113;1;similar level;
Tas1r1;2,98055;2,65922;2,34736;1,40817;1,33333;0,765083;2,662376667;1,168861;87,4124539;118,7765354;56,04837236;0,471880849;-1,083505474;0,019878983;0,291544643;similar level;
Tas1r2;0,106574;0,0256929;0,0991583;0;0,0165883;0,0751198;0,077141733;0,030569367;3,018182887;4,523310043;1,513055731;0,334501884;-1,579913758;0,544390463;0,952857823;similar level;
Tas1r3;0,164821;0,264902;0,198791;0,264534;0,185283;0,371119;0,209504667;0,273645333;16,93785315;14,81514593;19,06056037;1,28655907;0,363517698;0,757505792;0,993422138;similar level;
Tas2r107;1,67307;1,81506;2,46472;1,58016;0,976557;0,0737055;1,984283333;0,8768075;20,54124744;26,95793879;14,12455608;0,523947925;-0,932504666;0,317814662;0,856182443;similar level;
Tas2r108;0,350583;0,84519;0,611606;2,23989;1,9099;0,0772228;0,602459667;1,409004267;15,66519451;8,100436238;23,22995279;2,867740959;1,519914712;0,197278541;0,758961776;similar level;
Tas2r131;0,4978;1,70015;0;0;0,71026;0,511701;0,73265;0,407320333;8,518417646;11,00187971;6,034955578;0,548538589;-0,866334978;0,722159558;0,985764974;similar level;
Tas2r137;0;0;0;0;0,589967;0;0;0,196655667;1,658991697;0;3,317983395;Inf;Inf;0,349163532;0,874053618;similar level;
Tasp1;14,9568;19,7047;17,0096;16,6084;16,2405;17,0015;17,2237;16,6168;738,3490754;748,2257499;728,4724008;0,973599747;-0,038599302;0,852453569;1;similar level;
Tat;1,44936;0,503962;0,151275;0,836188;1,67026;0,41748;0,701532333;0,974642667;34,09951724;27,36662364;40,83241084;1,492051463;0,577297297;0,511093652;0,943990594;similar level;
Tatdn1;14,325;14,7558;12,2378;14,7594;19,0943;15,0081;13,77286667;16,28726667;441,1064353;385,8007133;496,4121573;1,286706168;0,363682637;0,18554313;0,745086614;similar level;
Tatdn2;2,67882;6,18905;4,15405;3,96872;2,50948;4,02117;4,34064;3,49979;185,749587;199,9480942;171,5510799;0,85797807;-0,220987322;0,498495881;0,941705083;similar level;
Tatdn3;12,4125;18,339;10,4221;8,03006;3,98701;10,5871;13,72453333;7,534723333;208,8292493;257,7390187;159,91948;0,620470586;-0,688565275;0,127907503;0,656750739;similar level;
Tax1bp1;68,1317;91,5386;97,4626;77,5394;78,4334;84,152;85,71096667;80,0416;4570,175809;4625,583798;4514,767821;0,976042813;-0,034983664;0,837909323;1;similar level;
Tax1bp3;16,568;12,3917;7,23554;7,09756;8,23357;8,31013;12,06508;7,88042;770,0815464;894,7591955;645,4038973;0,721315747;-0,471297176;0,095335311;0,589814811;similar level;
Taz;10,8815;10,9577;9,69514;9,31354;6,43622;5,29839;10,51144667;7,01605;264,3576264;311,5360864;217,1791664;0,697123627;-0,520513571;0,104927297;0,611023648;similar level;
Tbata;0,346748;0;0;0,0945047;0;0,524233;0,115582667;0,2062459;4,043935366;3,268165521;4,81970521;1,474743302;0,560463856;0,870400754;1;similar level;
Tbc1d1;7,06975;10,1425;10,0375;8,07439;7,32405;7,07656;9,08325;7,491666667;794,2209559;858,1170726;730,3248392;0,851078323;-0,232636188;0,334678757;0,865737303;similar level;
Tbc1d10a;5,13778;5,97956;3,10445;3,22842;2,95062;1,68584;4,740596667;2,621626667;115,7208513;144,0018075;87,43989507;0,607213872;-0,719723346;0,101082031;0,601229732;similar level;
Tbc1d10b;2,93224;4,77698;4,80882;3,23837;2,69694;3,25682;4,17268;3,064043333;215,073503;244,6250592;185,5219467;0,758393058;-0,398982337;0,211837864;0,771875708;similar level;
Tbc1d10c;2,33632;0,797928;1,93223;2,59597;1,75764;0,720469;1,688826;1,691359667;50,53241326;48,25231809;52,81250843;1,094507176;0,130281414;0,984799883;1;similar level;
Tbc1d12;12,4348;12,7462;19,6463;8,67334;14,5044;13,0087;14,94243333;12,06214667;999,4850215;1090,548592;908,4214512;0,832994933;-0,263620375;0,37089986;0,882205862;similar level;
Tbc1d13;1,94763;2,77251;3,22154;2,90606;2,20867;2,04288;2,647226667;2,38587;155,2054911;159,6331504;150,7778318;0,944527069;-0,082335951;0,716827603;0,984912028;similar level;
Tbc1d14;6,51201;6,73658;9,37645;15,8097;6,44692;7,32007;7,54168;9,858896667;728,5282049;631,2234413;825,8329685;1,308305292;0,387699232;0,412123884;0,908425699;similar level;
Tbc1d15;106,643;107,733;181,283;109,25;140,774;165,57;131,8863333;138,5313333;8667,261483;8282,065216;9052,457749;1,093019375;0,128318975;0,655539068;0,974083694;similar level;
Tbc1d16;0,0446604;0,0107668;0,013851;0,00992478;0,0278057;0,00786987;0,023092733;0,015200117;3,226309606;3,527004311;2,925614902;0,829490027;-0,269703459;0,905562775;1;similar level;
Tbc1d17;0,0505414;0,152327;0,0195957;0,140391;0,19667;0,200385;0,0741547;0,179148667;11,10485055;7,393861407;14,81583968;2,003802732;1,002740487;0,373597905;0,883383883;similar level;
Tbc1d19;5,85235;7,26021;11,2873;10,2689;12,2405;10,6135;8,133286667;11,04096667;434,5051723;359,3529313;509,6574133;1,418264244;0,504126353;0,136222564;0,674052359;similar level;
Tbc1d2;1,2853;1,01506;1,56929;1,75645;0,850821;0,74195;1,289883333;1,116407;98,13676577;103,8459784;92,42755316;0,890044608;-0,16805045;0,6110527;0,967778125;similar level;
Tbc1d20;7,79672;7,75458;5,69278;5,47765;6,85691;8,22494;7,08136;6,853166667;224,9983089;224,2431233;225,7534945;1,006735418;0,009684576;0,89320849;1;similar level;
Tbc1d21;0;0,0816731;0;0;0;0,0596981;0,027224367;0,019899367;3,160265647;2,310909215;4,009622078;1,735084205;0,795005679;0,790387364;0,996190131;similar level;
Tbc1d22a;0,740959;1,01385;0,683193;0,956817;0,794847;0,741065;0,812667333;0,830909667;47,04713706;45,9734087;48,12086542;1,046710844;0,06586295;0,921199414;1;similar level;
Tbc1d22b;8,20154;6,75371;8,01597;13,27;8,99258;7,14473;7,657073333;9,802436667;520,2584621;440,5433768;599,9735474;1,361894376;0,445614818;0,299871212;0,844107846;similar level;
Tbc1d23;15,84;32,6138;25,2037;18,245;17,3488;18,9749;24,5525;18,18956667;1387,790986;1560,522739;1215,059233;0,778623216;-0,361002734;0,15879501;0,709628763;similar level;
Tbc1d24;0,843046;0,450223;0,619604;0,830034;0,508773;1,05615;0,637624333;0,798319;89,32330976;77,14573288;101,5008866;1,315703187;0,395834065;0,475555435;0,93709485;similar level;
Tbc1d25;4,60184;3,03437;2,41388;1,83515;3,28623;1,64603;3,35003;2,255803333;123,3994735;142,5124042;104,2865429;0,73177169;-0,450534492;0,420097877;0,91219677;similar level;
Tbc1d2b;0,433561;0,854033;1,34465;0,751993;0,67484;0,959661;0,877414667;0,795498;89,25931012;91,80575632;86,71286393;0,944525348;-0,082338581;0,775168347;0,994180638;similar level;
Tbc1d30;0,452427;0,0798085;0,0598908;0,282007;0,171757;0,281953;0,197375433;0,245239;25,05309146;24,95310937;25,15307356;1,008013598;0,011515101;1;1;similar level;
Tbc1d4;0,517741;0,374453;0,197066;1,04597;0,593412;0,514229;0,363086667;0,717870333;63,36639183;41,95555827;84,77722538;2,020643482;1,014814798;0,074555751;0,530201386;similar level;
Tbc1d5;2,86772;2,91665;2,88359;2,40227;3,82721;2,90174;2,88932;3,04374;294,678676;281,0138671;308,3434849;1,097253627;0,133897039;0,593682486;0,963972714;similar level;
Tbc1d7;10,5134;12,6534;5,78086;7,51635;12,668;11,0197;9,64922;10,40135;193,3082752;178,6339998;207,9825507;1,164294316;0,219455796;0,391195207;0,894506805;similar level;
Tbc1d8;5,33475;3,49893;9,50513;9,32197;5,05586;4,17794;6,112936667;6,185256667;455,930157;448,3111285;463,5491856;1,033989915;0,048222114;0,823151465;0,9986905;similar level;
Tbc1d8b;1,83807;2,02352;1,81233;2,01874;2,1664;1,5914;1,891306667;1,925513333;198,9801355;191,4531048;206,5071661;1,078630542;0,10920079;0,772811289;0,993945447;similar level;
Tbc1d9;3,29555;4,2836;2,69028;3,799;2,12221;2,61677;3,423143333;2,845993333;319,1989598;342,4685819;295,9293378;0,86410653;-0,210718912;0,507908746;0,943983213;similar level;
Tbc1d9b;1,41952;1,09686;1,36402;1,29418;0,802593;0,726907;1,293466667;0,941226667;104,1516867;117,0474511;91,25592228;0,779648949;-0,359103423;0,316142262;0,854764581;similar level;
Tbca;392,468;386,781;437,373;343,311;479,82;555,298;405,5406667;459,4763333;2478,348813;2274,182825;2682,514802;1,179551078;0,238237893;0,349224951;0,874053618;similar level;
Tbcb;81,1848;112,314;97,9547;60,0226;30,4733;58,4897;97,15116667;49,66186667;1304,546741;1691,844212;917,2492702;0,542159416;-0,883210972;0,009753412;0,197456826;similar level;
Tbcc;29,7037;48,4526;48,6969;19,2528;15,5838;18,5217;42,2844;17,7861;843,8059048;1173,763031;513,8487787;0,437778977;-1,19172542;1,63E-06;0,000404301;down-regulated;
Tbccd1;8,17164;5,7581;7,01271;4,33783;6,24638;4,97794;6,980816667;5,187383333;297,125598;337,9846508;256,2665453;0,758219477;-0,399312578;0,220435992;0,778867047;similar level;
Tbcd;1,52048;2,04097;0,647654;1,01102;0,738714;0,671653;1,403034667;0,807129;104,4599261;120,8366876;88,08316469;0,728943886;-0,456120334;0,37340317;0,883355575;similar level;
Tbce;9,3778;9,33167;7,00663;7,59608;8,263;8,84088;8,572033333;8,23332;331,6248204;333,2228017;330,0268391;0,990408932;-0,01390377;1;1;similar level;
Tbcel;0,190813;0,153338;0,108494;0,0424039;0,108901;0,0224162;0,150881667;0,057907033;8,499033014;12,13696081;4,861105216;0,400520797;-1,320050939;0,39847233;0,90022727;similar level;
Tbck;2,87076;2,35672;2,60587;0,738079;4,3682;4,16709;2,611116667;3,091123;174,0236111;159,1767375;188,8704847;1,186545771;0,246767754;0,537394925;0,951402756;similar level;
Tbk1;4,33147;6,02245;3,64104;5,2179;8,27726;8,04837;4,664986667;7,181176667;309,1866058;239,5356438;378,8375678;1,581549876;0,661339054;0,023232283;0,318101104;similar level;
Tbkbp1;0,193483;0,209903;0,0300034;0,0214986;0,240926;0,0852367;0,144463133;0,1158871;8,130521286;7,61365077;8,647391801;1,135774684;0,183676661;0,789881455;0,996190131;similar level;
Tbl1x;8,22737;3,75814;7,72206;4,97182;5,41445;3,86611;6,56919;4,750793333;220,0882213;250,247534;189,9289085;0,758964156;-0,397896342;0,217277133;0,776996814;similar level;
Tbl1xr1;22,2565;19,8491;24,2244;19,1381;28,3329;25,7082;22,11;24,39306667;3309,38946;3089,566669;3529,212251;1,142300079;0,191941693;0,388316194;0,89247231;similar level;
Tbl2;9,6481;12,4252;10,1751;10,2642;7,77113;6,56288;10,74946667;8,199403333;731,0573884;808,2039053;653,9108715;0,809091452;-0,305625314;0,276190057;0,82718614;similar level;
Tbl3;6,86676;13,5848;8,77874;6,11558;6,79228;6,60437;9,743433333;6,504076667;383,8756838;436,7699742;330,9813933;0,757793376;-0,400123566;0,226192842;0,783224959;similar level;
Tbp;50,3127;73,9263;67,1567;36,9272;37,9477;44,362;63,79856667;39,74563333;1579,759966;1927,628419;1231,891514;0,639071048;-0,645951765;0,007235579;0,169227816;similar level;
Tbpl1;28,4389;36,194;33,3917;23,687;32,0518;42,0013;32,67486667;32,58003333;1537,068416;1508,734213;1565,402619;1,037560231;0,053195088;0,786592487;0,995967093;similar level;
Tbpl2;7,7273;5,46453;12,0626;6,41095;11,747;14,5245;8,418143333;10,89415;217,5023742;187,5910116;247,4137369;1,318899743;0,399334901;0,408219703;0,905617413;similar level;
Tbr1;0,128493;0,0387216;0,0373601;0,196313;0,275;0,198122;0,068191567;0,223145;12,25548209;5,291669097;19,21929508;3,631991103;1,860760669;0,142347052;0,683587334;similar level;
Tbrg1;93,5475;120,591;39,4564;64,9466;82,7047;109,544;84,53163333;85,73176667;2060,507878;2003,286173;2117,729583;1,05712784;0,080149854;0,703951145;0,983359605;similar level;
Tbrg3;0,802764;1,08039;0,888313;1,88788;1,48;1,64121;0,923822333;1,669696667;176,3230931;122,1204385;230,5257477;1,887691778;0,916623221;0,019379693;0,288009816;similar level;
Tbrg4;6,41249;8,11785;8,04878;8,24841;7,05689;6,56989;7,526373333;7,29173;368,4904741;364,1198319;372,8611164;1,024006615;0,034225035;1;1;similar level;
Tbx1;2,11714;1,16001;0,0895379;0,299401;0,539239;0,271327;1,1222293;0,369989;21,63584751;32,15633814;11,11535689;0,345666128;-1,532548856;0,126121978;0,654027352;similar level;
Tbx15;2,35985;0,49943;0,0977707;1,76142;0,60284;0,523771;0,985683567;0,962677;57,36716847;56,32654524;58,4077917;1,036949656;0,052345853;1;1;similar level;
Tbx18;0,704042;0;0,0524884;0,015044;0,358258;0,155079;0,2521768;0,176127;18,3016057;20,1925516;16,4106598;0,812708573;-0,299189981;0,817065087;0,998540188;similar level;
Tbx19;3,69638;4,72298;8,88457;6,05126;10,8165;11,6159;5,767976667;9,494553333;335,0788275;250,1856092;419,9720457;1,678641897;0,747294495;0,107162832;0,616442619;similar level;
Tbx2;0,505146;0,478426;0,517557;0,962205;0,449293;0,286118;0,500376333;0,565872;31,16436243;28,41829343;33,91043143;1,193260655;0,254909219;0,864349671;1;similar level;
Tbx20;5,5218;4,27481;2,04556;3,54432;2,34894;2,74708;3,94739;2,880113333;241,7125419;261,3022636;222,1228203;0,850060835;-0,234362003;0,464582875;0,933865237;similar level;
Tbx21;1,77994;1,05723;2,02012;1,31851;1,26479;0,659127;1,619096667;1,080809;55,98132233;67,15761727;44,80502739;0,667162255;-0,583890424;0,246836189;0,804360899;similar level;
Tbx22;0,234265;0,431014;0;0,136998;0;0,07604;0,221759667;0,071012667;12,99486673;19,5121463;6,477587162;0,331977173;-1,590844052;0,186813745;0,746376135;similar level;
Tbx3;2,14989;3,92613;3,86331;2,10997;2,10422;1,71742;3,31311;1,977203333;229,4625534;283,2622958;175,662811;0,620141874;-0,689329787;0,033314115;0,375114667;similar level;
Tbx4;8,69476;9,57272;17,8169;13,9889;10,3451;11,2387;12,02812667;11,85756667;615,1857813;600,9881168;629,3834458;1,047247738;0,066602768;0,955440265;1;similar level;
Tbx5;0,32424;0,019542;0,1257;0,0900687;0,0504681;0,128556;0,156494;0,0896976;8,073683784;10,25688313;5,89048444;0,574295755;-0,800134197;0,555300657;0,955790832;similar level;
Tbx6;0,400714;0,483024;0,0621388;0,0445249;0,2183;0,17653;0,315292267;0,146451633;8,781574365;10,59673591;6,966412815;0,657411194;-0,605132072;0,76579978;0,993608036;similar level;
Tbxa2r;6,81466;7,27808;5,91342;2,7071;3,95704;4,44875;6,66872;3,704296667;163,723895;209,8751235;117,5726665;0,560202965;-0,835978475;0,035652873;0,384437935;similar level;
Tbxas1;0,512037;1,35787;0,370541;0,606873;0,185964;0,150382;0,746816;0,314406333;26,63947755;34,64090343;18,63805167;0,538035958;-0,8942255;0,445610866;0,925944656;similar level;
Tc2n;3,99411;1,0341;1,94622;4,49592;2,69534;3,89131;2,32481;3,69419;112,6950252;86,22619625;139,1638542;1,613939386;0,690586397;0,270375612;0,822973468;similar level;
Tcam1;1,699;2,20552;1,24976;1,42796;1,35615;1,78482;1,718093333;1,522976667;93,84167414;93,56222424;94,12112404;1,005973563;0,008592391;0,910689401;1;similar level;
Tcap;0;0;0;0,36133;0,50616;0;0;0,289163333;1,906889051;0;3,813778103;Inf;Inf;0,310970117;0,851808246;similar level;
Tcea1;113,788;132,84;170,123;83,743;118,581;141,693;138,917;114,6723333;9078,25749;9546,292157;8610,222824;0,901944198;-0,148889916;0,569981735;0,957802134;similar level;
Tcea2;0,3155;1,14092;0,391397;0,420677;0,392862;1,00073;0,615939;0,604756333;11,64914239;11,79123995;11,50704484;0,975897775;-0,03519806;0,994364093;1;similar level;
Tcea3;5,33835;3,77699;3,10432;4,7711;5,41903;5,01025;4,07322;5,066793333;97,71499224;79,99937974;115,4306048;1,442893747;0,528965065;0,230865503;0,787626657;similar level;
Tceal3;0,531353;0,160124;0,0514981;0,147602;0,206764;0,292602;0,247658367;0,215656;4,267940839;4,497658337;4,03822334;0,897850178;-0,155453368;0,997220276;1;similar level;
Tceal7;2,28707;5,2285;5,50327;7,36084;2,63919;1,87611;4,339613333;3,958713333;59,19353739;61,9008649;56,48620988;0,912526989;-0,132060866;0,781558354;0,99564274;similar level;
Tceal8;19,8928;33,1817;86,3648;36,0743;67,4541;39,5928;46,47976667;47,70706667;1693,122221;1640,19306;1746,051382;1,064540159;0,090230376;0,883821638;1;similar level;
Tceanc;6,13258;4,88383;5,73277;6,79663;7,17746;7,26457;5,58306;7,079553333;426,232344;366,02397;486,4407181;1,328985963;0,410325866;0,183172309;0,743481681;similar level;
Tceb1;847,615;1293,36;1508,8;864,943;868,325;1205,73;1216,591667;979,666;15643,81294;17016,81241;14270,81346;0,838630239;-0,253893244;0,293404261;0,839586061;similar level;
Tceb2;333,475;403,408;343,772;306,392;326,842;373,346;360,2183333;335,5266667;2196,188275;2238,287806;2154,088743;0,962382379;-0,055317868;0,861762166;1;similar level;
Tceb3;24,5085;39,8952;52,6509;23,1206;21,5561;24,8543;39,0182;23,177;2387,869211;2946,65992;1829,078503;0,62072942;-0,68796357;0,004324815;0,124715589;similar level;
Tcerg1;22,8372;32,7905;42,1053;29,2336;30,3881;24,4249;32,57766667;28,01553333;2361,377679;2487,473236;2235,282122;0,898615547;-0,154224073;0,46471512;0,933865237;similar level;
Tcerg1l;4,12336;4,81597;11,9145;5,69146;7,37477;6,67932;6,951276667;6,58185;302,1238699;303,2288269;301,0189129;0,992712058;-0,010552778;0,947698614;1;similar level;
Tcf12;8,1138;8,80755;7,49348;9,35702;6,64243;7,35463;8,138276667;7,784693333;650,1237086;666,2519475;633,9954698;0,951585166;-0,071595313;0,706117566;0,983804249;similar level;
Tcf15;15,8901;16,647;6,83751;10,2609;7,44583;12,0213;13,12487;9,909343333;149,9779143;167,620456;132,3353727;0,78949417;-0,340999483;0,426015269;0,915404862;similar level;
Tcf19;2,05813;2,27415;1,89483;2,09629;1,46826;2,94623;2,075703333;2,17026;53,58419381;51,10592892;56,06245871;1,096985416;0,133544346;0,848534535;1;similar level;
