;Supplementary Table 2. Differential gene expression analyses in Dux WT and MZ-KO 2-cell embryos;;;;;;;;;;;;;;;;RPKM: Reads Per Kilobase of gene, per Million mapped reads
Gene Symbol;RPKM;;;;;;;;DESeq_output;;;;;;;Group (FC>2&FDR<0.05);Three RNA-seq replicates from each group were used for analyses. Negative binomial test from DESeq R package was used to compute FDR using raw read counts of each gene.  Differentially expressed genes were defined as (RPKM > 1 in either WT or MZ-KO, FDR < 0.05, and FC > 2)
;WT_rep1;WT_rep2;WT_rep3;MZ-KO_rep1;MZ-KO_rep2;MZ-KO_rep3;WT_mean;KO_mean;baseMean;baseMeanA;baseMeanB;fold change (FC);log2FC;pval;FDR;;Related to Figure 2A
1700023F06Rik;0,786675;2,68677;0,304968;0,437048;0,0510101;0,173273;1,259471;0,2204437;15,46404239;25,69109414;5,236990647;0,203844594;-2,2944584;0,034063624;0,377638178;similar level;
1700023L04Rik;13,3215;10,0165;10,4312;10,7922;19,9988;21,8048;11,2564;17,53193333;149,9170553;113,2365462;186,5975645;1,647856375;0,720590504;0,054226254;0,466139033;similar level;
1700024F13Rik;6,49584;7,51692;9,67018;7,93955;6,77425;8,01268;7,894313333;7,575493333;76,75777999;75,53667592;77,97888406;1,032331422;0,045906211;1;1;similar level;
1700024G13Rik;4,64782;4,48201;0;1,72145;0,723436;0,819018;3,043276667;1,087968;12,52230245;20,05551161;4,989093293;0,2487642;-2,007149217;0,097235533;0,59340156;similar level;
1700024P04Rik;1,10794;0,267103;0,515425;0,984858;0;1,95236;0,630156;0,979072667;4,677910612;4,662639264;4,693181961;1,006550517;0,00941958;0,955856283;1;similar level;
1700024P16Rik;2,52062;2,1169;3,15581;2,84667;2,10639;2,33008;2,597776667;2,427713333;158,69898;161,3174271;156,0805329;0,967536711;-0,047611692;0,762060249;0,993422138;similar level;
1700025E21Rik;13,7594;15,2012;11,8013;9,7001;12,7007;8,8635;13,5873;10,42143333;245,8796666;276,8391192;214,920214;0,776336143;-0,36524664;0,329919829;0,86251277;similar level;
1700025F22Rik;0,424312;0,681958;0,657981;0,314313;0,330222;0,124617;0,588083667;0,256384;22,16692095;31,18214307;13,15169884;0,421770204;-1,245470916;0,144894346;0,688946412;similar level;
1700025F24Rik;0,701166;0,84519;0,679562;2,33728;2,04632;1,31279;0,741972667;1,898796667;27,73794163;14,72187795;40,75400531;2,768261322;1,468980139;0,075849147;0,533266602;similar level;
1700025G04Rik;2,01786;1,87397;1,20047;2,68631;2,2519;2,47675;1,697433333;2,471653333;369,3311824;289,4768873;449,1854774;1,551714479;0,633863121;0,040411731;0,408323064;similar level;
1700025K23Rik;41,5916;38,0858;31,7135;32,554;40,8633;53,5509;37,1303;42,32273333;394,4822549;358,6107672;430,3537426;1,200058063;0,26310421;0,333886643;0,865737303;similar level;
1700025M24Rik;0;0,19611;0,126141;0,903897;0,506462;0,944093;0,107417;0,784817333;5,004329223;0,942087177;9,066571269;9,62391962;3,266624593;0,170343679;0,7283618;similar level;
1700025N23Rik;0,953078;0,626643;0,335895;1,54036;0,337153;1,45045;0,638538667;1,109321;11,57651961;8,2858267;14,86721252;1,794294409;0,843416628;0,534181712;0,951402756;similar level;
1700026D08Rik;0;0,133865;0;0,678679;0,172856;0,391389;0,044621667;0,414308;4,79937696;0,813830414;8,784923507;10,79453822;3,432229623;0,150952595;0,696548341;similar level;
1700026F02Rik;0,216831;0,26137;0;0,240929;0;0;0,159400333;0,080309667;1,978399825;1,773411982;2,183387668;1,231179043;0,30004058;0,99485835;1;similar level;
1700026J04Rik;2,68142;1,56612;1,0931;7,40248;6,81982;7,67216;1,780213333;7,298153333;182,8506304;71,47744905;294,2238118;4,116316625;2,041353958;1,65E-05;0,002639843;up-regulated;
1700026L06Rik;2,19916;0,77967;0;0;0;0,797848;0,992943333;0,265949333;5,67008707;8,867059911;2,47311423;0,278910288;-1,842126946;0,510003221;0,943990594;similar level;
1700027A15Rik;0,283827;1,36853;0,440131;0,315371;0,335567;0,759815;0,697496;0,470251;2,985773171;3,72287735;2,248668993;0,604013719;-0,727346777;0,799610416;0,99850646;similar level;
1700027A23Rik;0,601346;0,20709;0;0;0;0,378452;0,269478667;0,126150667;2,375448082;3,20519977;1,545696394;0,482246507;-1,052157306;0,778936163;0,995417097;similar level;
1700027D21Rik;0,590771;0,129476;0;0;0,208986;0;0,240082333;0,069662;3,14790691;4,91332074;1,382493081;0,281376518;-1,82942616;0,558772409;0,956500822;similar level;
1700027I24Rik;0;0;0,19044;0,136458;1,05134;0;0,06348;0,395932667;3,306634148;0,802757956;5,810510341;7,238184686;2,855627919;0,357307013;0,878609131;similar level;
1700028B04Rik;3,64152;5,22561;3,2268;1,34874;0,944675;1,06949;4,03131;1,120968333;19,15814522;28,82985916;9,486431278;0,329048825;-1,603626425;0,087847388;0,570131559;similar level;
1700028D13Rik;0,340954;0;0,397086;0;0,183713;0;0,246013333;0,061237667;4,925093343;3,711804892;6,138381794;1,653745812;0,725737503;0,841879277;1;similar level;
1700028E10Rik;1,739;2,31058;1,0328;2,70612;1,04301;1,17099;1,694126667;1,64004;50,21720703;57,05807381;43,37634024;0,76021389;-0,39552271;0,621356196;0,968881369;similar level;
1700028I16Rik;3,83456;3,08147;4,1844;1,02573;3,97901;2,81546;3,700143333;2,606733333;55,01447716;60,89411262;49,13484171;0,806889855;-0,309556344;0,696511959;0,981727569;similar level;
1700028J19Rik;6,15618;4,15559;2,19567;2,66774;3,01837;3,74261;4,169146667;3,142906667;69,03287062;76,27532086;61,79042038;0,810097154;-0,303833155;0,619127688;0,968881369;similar level;
1700028K03Rik;15,5471;5,23354;8,20221;11,7453;15,8861;16,1935;9,66095;14,6083;442,7062226;346,6145008;538,7979444;1,554458752;0,636412335;0,037157268;0,392034664;similar level;
1700028P14Rik;3,27851;0,878209;2,11833;1,21429;2,69327;1,2036;2,091683;1,70372;25,36832136;27,8656631;22,87097962;0,820758492;-0,284970323;0,766908466;0,993608036;similar level;
1700028P15Rik;0,927421;1,00613;0,143815;0,412197;0,21653;1,38912;0,692455333;0,672615667;12,39449788;12,07399506;12,71500069;1,05308977;0,074628424;0,968652689;1;similar level;
1700029F09Rik;170,785;210,954;130,03;128,222;118,042;182,54;170,5896667;142,9346667;3195,588173;3428,576386;2962,599959;0,864090405;-0,210745833;0,562678446;0,956637969;similar level;
1700029F12Rik;15,4992;21,593;12,1919;8,14385;9,29761;10,8189;16,42803333;9,42012;216,4645579;279,9578791;152,9712367;0,546408043;-0,871949376;0,024026694;0,323398649;similar level;
1700029G01Rik;2,96696;4,64469;2,21728;2,02568;1,33535;1,7723;3,27631;1,71111;88,9826281;111,1109176;66,85433863;0,601690096;-0,732907486;0,128895995;0,659266961;similar level;
1700029I01Rik;0,427362;0,855317;0,748811;0,499671;0,62069;0,532128;0,677163333;0,550829667;294,399512;339,8638864;248,9351375;0,732455396;-0,449187188;0,124327522;0,650838319;similar level;
1700029I15Rik;1,12257;0;0,870383;0;0,582428;0,32969;0,664317667;0,304039333;3,930273973;4,938972445;2,921575502;0,591535088;-0,757464347;0,753918261;0,993172994;similar level;
1700029J07Rik;0,621012;1,49714;0,925965;1,16774;0,892255;1,76775;1,014705667;1,275915;56,41983171;47,01573964;65,82392378;1,400040163;0,485468214;0,368398629;0,881569288;similar level;
1700029J11Rik;1,76457;1,14532;5,99884;3,31807;2,8522;1,55472;2,969576667;2,574996667;24,7826725;24,77646787;24,78887713;1,000500849;0,000722391;0,819983694;0,9986905;similar level;
1700029M20Rik;0,115154;0,388674;0,19643;0,204732;0,0537686;0,14205;0,233419333;0,133516867;8,410963732;10,3483797;6,473547762;0,625561484;-0,676776407;0,625002506;0,968881369;similar level;
1700029P11Rik;21,5427;29,7917;8,9808;15,8213;13,5504;23,856;20,10506667;17,74256667;279,6966316;291,7747673;267,6184959;0,917209183;-0,124677296;0,823902026;0,9986905;similar level;
1700030A11Rik;2,38715;3,30378;2,60494;3,63484;3,92203;2,88225;2,76529;3,479706667;38,38955958;33,22491244;43,55420671;1,310890037;0,390546672;0,568190488;0,956637969;similar level;
1700030C10Rik;4,54112;5,61795;1,91491;1,19506;2,69711;4,98381;4,02466;2,95866;131,591498;149,3389102;113,8440858;0,76232032;-0,391530763;0,715513101;0,98491111;similar level;
1700030F18Rik;7,82011;13,4414;4,60364;6,43646;3,94465;3,06228;8,621716667;4,48113;67,63074311;87,41822915;47,84325706;0,547291538;-0,869618545;0,102396975;0,605530844;similar level;
1700030J22Rik;2,03597;2,11111;3,81917;4,40286;2,47046;3,54912;2,655416667;3,474146667;160,1026505;136,0559487;184,1493523;1,353482549;0,436676286;0,43680237;0,920169784;similar level;
1700030K09Rik;2,96979;4,23665;4,49297;2,22176;4,71778;2,10701;3,899803333;3,015516667;157,2833192;170,943473;143,6231653;0,840179287;-0,251230875;0,624124201;0,968881369;similar level;
1700030L20Rik;0;0;0;0;0;0;0;0;1,907253274;3,104919975;0,709586572;0,228536187;-2,129505472;0,562317144;0,956637969;similar level;
1700030N03Rik;0,314653;0;0,487933;0;0,24488;0;0,267528667;0,081626667;14,17257051;13,52268736;14,82245366;1,096117455;0,1324024;0,92217037;1;similar level;
1700030O20Rik;1,23843;0,373203;0,240054;0,344016;0,481906;0,818365;0,617229;0,548095667;4,849200292;4,423620128;5,274780455;1,192412617;0,253883546;0,922818901;1;similar level;
1700031A10Rik;0,668204;0,805457;0;1,03945;0,728045;0,353244;0,491220333;0,706913;6,356332526;4,14961221;8,563052842;2,063579055;1,045148708;0,557336123;0,956369791;similar level;
1700031M16Rik;0,487585;0,470191;0,604879;0,325064;1,0625;0,687361;0,520885;0,691641667;18,07893865;18,57301206;17,58486525;0,946796631;-0,078873522;0,975230328;1;similar level;
1700031P21Rik;1,15524;1,39254;1,34358;1,28363;0,449536;3,56251;1,29712;1,765225333;18,06822661;9,432534112;26,7039191;2,831044;1,501334172;0,119721431;0,643574884;similar level;
1700034F02Rik;23,9231;38,7224;33,257;23,3864;13,9555;25,927;31,9675;21,08963333;1096,442686;1277,622846;915,2625257;0,716379273;-0,481204498;0,129734561;0,660152266;similar level;
1700034H14Rik;96,9179;93,8413;138,675;87,0472;142,162;143,712;109,8114;124,3070667;2428,245951;2227,70892;2628,782983;1,18003881;0,238834309;0,431202907;0,91704626;similar level;
1700034H15Rik;3,54629;5,03937;4,05956;2,53357;2,16326;1,95607;4,215073333;2,217633333;301,3506354;388,4945493;214,2067214;0,551376388;-0,858890608;0,005195114;0,137980001;similar level;
1700034K08Rik;6,87207;2,81996;4,30796;7,63582;15,5895;10,0485;4,666663333;11,09127333;74,68997515;48,12055454;101,2593958;2,10428572;1,073330607;0,03259784;0,370105788;similar level;
1700034O15Rik;0,675282;0;0;0;0,70072;0;0,225094;0,233573333;2,610740548;2,732993551;2,488487546;0,910535462;-0,135212888;1;1;similar level;
1700034P13Rik;4,55989;3,49756;2,98194;4,35484;4,78719;3,96936;3,679796667;4,370463333;126,0184906;120,0823917;131,9545895;1,098867099;0,136016912;0,760835134;0,993422138;similar level;
1700037C18Rik;0;0,326693;0,210138;0,150572;0,47458;0,0596981;0,178943667;0,228283367;3,628219309;3,104919975;4,151518644;1,337077502;0,419083092;0,865549932;1;similar level;
1700037H04Rik;13,7148;11,9592;9,36676;5,64167;12,3541;9,76988;11,68025333;9,255216667;212,4835961;239,998657;184,9685351;0,770706542;-0,375746457;0,479057073;0,937990436;similar level;
1700039E15Rik;0,554765;0,764248;0,890998;1,01269;0,277552;0,244396;0,736670333;0,511546;27,07338361;31,07665889;23,07010833;0,742361282;-0,429806627;0,537411358;0,951402756;similar level;
1700040I03Rik;40,4339;52,4247;26,1435;36,564;33,4393;28,5912;39,66736667;32,86483333;612,7438774;667,4847203;558,0030345;0,835978739;-0,258461844;0,397145989;0,89961354;similar level;
1700040N02Rik;1,49725;0,2256;0,290224;1,4557;0,728277;0,714565;0,671024667;0,966180667;17,95064162;15,68378478;20,21749847;1,289070129;0,366330753;0,763549578;0,993422138;similar level;
1700042B14Rik;17,7526;13,8666;12,2779;19,6467;18,9003;20,459;14,63236667;19,66866667;333,5468786;282,0888958;385,0048614;1,364835225;0,448726786;0,144323685;0,687486652;similar level;
1700042G15Rik;1,52359;0,679606;0,13195;0,680801;1,44539;0,759735;0,778382;0,961975333;28,06609997;23,89616315;32,23603679;1,349004716;0,431895392;0,562512932;0,956637969;similar level;
1700042O10Rik;1,04196;1,00479;0;2,00679;0,648728;0;0,68225;0,885172667;12,42673009;10,4142606;14,43919959;1,386483414;0,471430358;0,675903499;0,976580284;similar level;
1700045I19Rik;3,74386;1,47963;1,4752;1,7049;1,00307;0,648912;2,232896667;1,118960667;29,1714181;37,6141697;20,7286665;0,551086643;-0,859648935;0,218040212;0,777404296;similar level;
1700047G03Rik;0,190139;0,229195;0,147425;0,739448;0;0;0,188919667;0,246482667;2,959538753;2,715499159;3,203578346;1,179738294;0,238466856;1;1;similar level;
1700047I17Rik2;0;0;0;0;0;0;0;0;1103,984305;1127,071843;1080,896767;0,959030939;-0,060350737;0,784381092;0,995967093;similar level;
1700047L14Rik;0,583674;0,234522;0,301701;0,432361;1,9684;0,685684;0,373299;1,028815;8,313872887;4,534382501;12,09336327;2,66703642;1,415237526;0,330583053;0,86329789;similar level;
1700047M11Rik;0;0;0,583137;0;0;0,220885;0,194379;0,073628333;1,667845852;2,408273867;0,927417836;0,3850965;-1,376708085;0,685018171;0,978587319;similar level;
1700048M11Rik;2,5927;4,68789;4,69059;0,960282;3,36296;4,75911;3,990393333;3,027450667;41,46650822;46,12731717;36,80569928;0,797915455;-0,325692204;0,678131991;0,977390339;similar level;
1700048O20Rik;3,09394;4,43983;1,71349;3,68335;2,03522;5,28975;3,08242;3,66944;122,2955284;118,5677447;126,0233121;1,062880233;0,08797904;0,755264118;0,993422138;similar level;
1700049E15Rik;0,843523;3,25372;0,654026;1,78081;1,11601;1,26346;1,583756333;1,38676;29,34910008;30,28434572;28,41385443;0,938235704;-0,091977692;1;1;similar level;
1700049G17Rik;0,244611;0,84034;1,93453;0,462055;1,29451;0,711222;1,006493667;0,822595667;81,76619098;86,76595199;76,76642998;0,884752927;-0,176653466;0,809514397;0,998540188;similar level;
1700051A21Rik;0,0524516;0;0,0813367;0,291404;0,0816412;0;0,0445961;0,1243484;2,020620021;1,486006343;2,555233699;1,719530815;0,78201497;0,994882673;1;similar level;
1700052I22Rik;0;0;1,0755;0,385317;0;0,916614;0,3585;0,433977;2,298063624;2,558675547;2,037451702;0,796291544;-0,328631358;0,893791266;1;similar level;
1700052K11Rik;1,86445;1,22286;0,935389;1,12723;1,19495;0,917994;1,340899667;1,080058;65,26884919;76,14935333;54,38834504;0,714232527;-0,485534258;0,410218053;0,907165403;similar level;
1700052N19Rik;2,38078;0,559962;1,3732;1,12912;3,02783;2,02091;1,437980667;2,059286667;63,85093156;51,5951117;76,10675142;1,475076784;0,560790054;0,350378043;0,875062987;similar level;
1700054M17Rik;0;0,301246;0;0;1,36146;1,10096;0,100415333;0,820806667;2,700578823;0,406915207;4,994242439;12,27342295;3,617465755;0,285166665;0,833596719;similar level;
1700054N08Rik;5,66708;5,88483;3,40485;3,78905;4,67773;4,88507;4,985586667;4,450616667;219,9065563;221,5992993;218,2138134;0,984722488;-0,022210889;0,933633937;1;similar level;
1700054O13Rik;0,344838;0;3,20844;1,53265;1,07349;1,0634;1,184426;1,22318;8,34568646;8,249694182;8,441678738;1,023271718;0,033189287;0,857903065;1;similar level;
1700055N04Rik;0,0674736;0,0406666;0;0;0;0,148624;0,036046733;0,049541333;2,310400378;2,180327189;2,440473568;1,119315294;0,162616478;0,996148912;1;similar level;
1700056E22Rik;1,18915;2,10234;1,16788;0,880876;0,863766;1,04774;1,486456667;0,930794;17,81368171;21,88487753;13,74248588;0,627944381;-0,671291313;0,52352379;0,948560829;similar level;
1700057H15Rik;0,155903;0;0;0;0,121332;0,0686813;0,051967667;0,063337767;2,059845734;2,45666037;1,663031098;0,676947908;-0,562883274;0,885769319;1;similar level;
1700057K13Rik;1,48141;2,31091;1,41887;5,22863;2,44146;5,52807;1,737063333;4,399386667;50,12709922;28,62523893;71,62895951;2,502300843;1,32325525;0,04109262;0,41051238;similar level;
1700058G18Rik;2,19648;1,46596;0,52543;1,43096;1,16702;0,331579;1,395956667;0,976519667;17,82168435;19,78792563;15,85544308;0,801268581;-0,319642188;0,781756692;0,99564274;similar level;
1700060C16Rik;1,23266;0,495287;0,106194;0,304369;0;0,24135;0,611380333;0,181906333;5,106145722;8,083531728;2,128759716;0,263345254;-1,924972635;0,313180974;0,853383206;similar level;
1700061F12Rik;2,93906;4,07955;4,83382;4,94803;5,75299;6,43462;3,95081;5,71188;86,60193622;74,50364603;98,70022642;1,32477042;0,405742365;0,398477615;0,90022727;similar level;
1700061G19Rik;2,69071;2,46499;4,23508;4,00627;4,02059;3,20048;3,13026;3,742446667;192,85193;175,7268411;209,9770189;1,194905784;0,256896869;0,612958665;0,967778125;similar level;
1700061I17Rik;0,172231;0,456739;0,587574;0;0,348503;0,151749;0,405514667;0,166750667;10,56730084;15,16492744;5,969674253;0,393650037;-1,345014479;0,389358642;0,892842748;similar level;
1700063D05Rik;1,07692;0,288471;0,0927763;1,1966;0,838113;0,105427;0,486055767;0,71338;6,300564646;5,522530919;7,078598373;1,281767088;0,358134131;0,897260305;1;similar level;
1700063O14Rik;0,418684;2,77577;0,649254;0,465216;0;0,184447;1,281236;0,216554333;17,56315245;28,27833654;6,847968366;0,242163055;-2,045949314;0,044220432;0,42442699;similar level;
1700064M15Rik;0,136963;0,495287;0;0;0,106592;0,72405;0,21075;0,276880667;2,001421691;1,562369814;2,440473568;1,56203323;0,643425145;0,876003852;1;similar level;
1700065D16Rik;0,338009;0,705369;0,073733;0,554672;0,244215;0,461203;0,372370333;0,42003;26,19857187;22,27953875;30,11760499;1,351805588;0,434887683;0,560668286;0,956637969;similar level;
1700065I17Rik;2,3471;5,45633;4,80953;2,0491;0,130474;2,80654;4,20432;1,662038;38,11674418;56,5491452;19,68434316;0,348092674;-1,522456644;0,050607988;0,45075153;similar level;
1700065O20Rik;27,5428;29,6901;12,324;39,9064;19,9244;22,9845;23,18563333;27,6051;393,2005886;385,8087159;400,5924613;1,038318848;0,054249536;0,884724011;1;similar level;
1700066B19Rik;2,26475;2,12681;0,694222;0,848569;0,901768;2,45947;1,695260667;1,403269;67,15008422;68,11712325;66,18304519;0,97160658;-0,041555834;0,843617998;1;similar level;
1700066J24Rik;0,479576;1,58973;1,3944;0,133219;0;0,105636;1,154568667;0,079618333;6,988919914;12,68261536;1,295224467;0,102125976;-3,291578234;0,058740698;0,483997315;similar level;
1700066M21Rik;18,0885;15,2915;24,3635;27,1826;15,4566;15,7279;19,24783333;19,4557;999,8431259;982,8754642;1016,810788;1,034526575;0,048970706;0,900930918;1;similar level;
1700066O22Rik;0,480057;0;0;0,622311;0,0622677;0;0,160019;0,2281929;3,109769213;3,139908757;3,079629669;0,98080228;-0,027965762;0,944964151;1;similar level;
1700067K01Rik;9,35067;9,6138;9,43572;8,93835;8,82894;9,51082;9,46673;9,092703333;171,6913102;173,0608327;170,3217877;0,984172935;-0,023016252;0,968577896;1;similar level;
1700069L16Rik;28,7623;60,1632;41,4159;17,188;17,1175;29,2816;43,44713333;21,1957;357,2827112;477,8107981;236,7546242;0,495498689;-1,013046853;0,010460883;0,20581127;similar level;
1700071M16Rik;0;0,288905;0;0,176874;0;0;0,096301667;0,058958;5,137832481;3,05070142;7,224963543;2,36829586;1,243849321;0,519286723;0,947342808;similar level;
1700072O05Rik;2,34353;1,41245;0,908526;1,15732;0,911928;1,37655;1,554835333;1,148599333;23,05704887;25,46901554;20,6450822;0,810596003;-0,302945033;0,783855807;0,995967093;similar level;
1700074P13Rik;0;0,708066;0,0975959;0;0;0;0,268553967;0;4,570515901;9,141031803;0;0;#NAME?;0,028759951;0,350489817;similar level;
1700080O16Rik;83,2965;50,9036;41,0408;51,9808;84,0473;93,7865;58,41363333;76,60486667;1541,182813;1300,649514;1781,716112;1,369866434;0,454035233;0,171500764;0,729708731;similar level;
1700081L11Rik;9,75219;13,7238;14,1488;11,2928;10,3092;8,48177;12,54159667;10,02792333;1131,784053;1237,328977;1026,239128;0,829398767;-0,269862192;0,225350873;0,782046759;similar level;
1700084E18Rik;9,16247;9,46672;3,65355;6,69022;2,64855;6,45829;7,42758;5,265686667;25,57878738;29,38776593;21,76980884;0,740777945;-0,43288695;0,603380015;0,966957422;similar level;
1700084F23Rik;1,72855;1,47589;1,61945;2,96102;2,12998;2,91906;1,607963333;2,67002;35,68246156;27,38234839;43,98257472;1,606238227;0,68368588;0,384759664;0,888768394;similar level;
1700084J12Rik;2,52288;2,76463;1,60046;0,382264;2,58817;2,52599;2,29599;1,832141333;22,6300719;25,22708126;20,03306253;0,794109407;-0,33259031;0,838487333;1;similar level;
1700085B03Rik;1,40396;0;0;0,346642;0,0788094;0;0,467986667;0,141817133;3,276537066;3,416241938;3,136832193;0,918211371;-0,123101797;1;1;similar level;
1700086L19Rik;22,5347;22,4252;18,0884;19,7591;13,0374;14,6162;21,0161;15,80423333;202,4607983;226,4438618;178,4777347;0,788176519;-0,343409325;0,271740546;0,8249036;similar level;
1700086O06Rik;8,96623;5,63045;3,30339;9,72671;6,32395;5,85732;5,96669;7,30266;160,3276359;146,4655517;174,18972;1,189287979;0,250098097;0,650105039;0,974083694;similar level;
1700088E04Rik;4,71388;3,4039;1,48941;1,43102;1,42948;0,694993;3,202396667;1,185164333;59,0181667;73,89502396;44,14130943;0,597351582;-0,74334779;0,190725906;0,750479749;similar level;
1700092C02Rik;0,388276;0;0;0;0,302177;0;0,129425333;0,100725667;3,542134443;3,270490783;3,813778103;1,166117979;0,221713757;0,953135216;1;similar level;
1700092C10Rik;1,3229;0,199329;0,384642;1,46993;2,83127;2,47686;0,635623667;2,259353333;19,14370336;10,241714;28,04569272;2,738378822;1,45332204;0,124394098;0,650838319;similar level;
1700092M07Rik;11,9347;7,39858;10,0467;7,95664;13,7996;12,6185;9,793326667;11,45824667;61,24889798;59,10379612;63,39399984;1,072587617;0,101095503;0,824741454;0,9986905;similar level;
1700093K21Rik;10,6798;12,3701;9,7967;10,4566;20,0989;15,0753;10,94886667;15,21026667;232,8786652;196,6526496;269,1046807;1,368426417;0,45251786;0,173228344;0,73186762;similar level;
1700094D03Rik;4,02032;6,73914;5,84467;5,74677;6,59987;8,46811;5,53471;6,93825;346,2323138;292,3117933;400,1528343;1,368924701;0,453043092;0,128654368;0,6590106;similar level;
1700094J05Rik;0;0,0952196;0;0,0962626;0;0,222514;0,031739867;0,106258867;11,75886702;9,799810011;13,71792402;1,399815303;0,485236485;0,775078938;0,994180638;similar level;
1700094M24Rik;0;0;0,712756;0,729596;0,919832;0;0,237585333;0,549809333;5,125409039;2,280017103;7,970800974;3,495939115;1,805680059;0,495670932;0,940942552;similar level;
1700095A21Rik;0;0,0843123;0,216928;0;0,32661;0;0,100413433;0,10887;23,21010925;27,85691766;18,56330084;0,666380289;-0,585582368;0,48132973;0,938626091;similar level;
1700096K18Rik;23,1443;24,0886;11,6114;10,5351;9,91423;13,7945;19,61476667;11,41461;332,6769402;414,5715865;250,782294;0,604919155;-0,725185749;0,029690585;0,355284198;similar level;
1700097N02Rik;1,8866;2,38782;2,34044;5,55511;3,00991;4,48805;2,204953333;4,351023333;40,45798909;26,51662468;54,39935349;2,051518779;1,03669236;0,157665621;0,708086035;similar level;
1700100L14Rik;0,505579;1,0665;0,0980001;0,280884;0,393468;0;0,556693033;0,224784;4,940175695;5,626871358;4,253480032;0,755922743;-0,4036893;0,867222746;1;similar level;
1700101E01Rik;2,39834;1,91888;2,5691;0,739523;1,23018;0,806309;2,29544;0,925337333;34,59620559;43,69283774;25,49957344;0,583609918;-0,776923694;0,270052762;0,822962438;similar level;
1700101I11Rik;1,20511;0,605268;2,02449;0,781106;0;1,85814;1,278289333;0,879748667;14,04062009;17,09051251;10,99072767;0,643089414;-0,636908754;0,51733136;0,946967987;similar level;
1700102H20Rik;6,66317;9,64338;2,81501;11,0865;8,09371;8,22547;6,373853333;9,135226667;44,46890422;33,26746689;55,67034156;1,673416907;0,742796916;0,209049885;0,769071179;similar level;
1700102P08Rik;0,3384;0,489492;1,20694;0,977623;1,15879;0,83484;0,678277333;0,990417667;15,16659892;13,51512169;16,81807615;1,244389546;0,31543818;0,930997207;1;similar level;
1700105P06Rik;4,47018;3,52317;3,06604;0,382076;0,80283;1,36335;3,686463333;0,849418667;14,34120568;23,44027156;5,242139793;0,223638185;-2,160761552;0,058800958;0,484070953;similar level;
1700106J16Rik;0,0596238;0;0,0462294;0;1,11366;0;0,0352844;0,37122;3,622588484;0,609210179;6,635966789;10,89273787;3,445294714;0,220902266;0,778922439;similar level;
1700106N22Rik;16,6163;12,7621;9,15904;18,1362;27,6563;20,0386;12,84581333;21,9437;449,2010656;333,7165954;564,6855357;1,692111041;0,758824245;0,006998303;0,166682259;similar level;
1700108F19Rik;0,455349;0,219552;0,141222;0;0;0,641917;0,272041;0,213972333;4,587579329;6,39290515;2,782253509;0,435209571;-1,20021781;0,703418379;0,983359605;similar level;
1700108M19Rik;0,298179;0,199744;0;0;0,438253;0,583593;0,165974333;0,340615333;4,581619151;3,953739171;5,20949913;1,317613253;0,397926971;0,836077181;1;similar level;
1700109F18Rik;0;0,123509;0;0,455401;0,478452;0,541667;0,041169667;0,49184;4,349309289;0,406915207;8,291703372;20,37698083;4,348868405;0,105339594;0,611745845;similar level;
1700109G14Rik;0,101775;0;0,236733;0;0,158413;0,807042;0,112836;0,321818333;2,670884701;1,144382149;4,197387252;3,667819578;1,874922674;0,608835919;0,96770871;similar level;
1700109G15Rik;17,0115;0,402074;2,069;7,78323;3,37472;3,82059;6,494191333;4,992846667;20,08682822;22,54660691;17,62704954;0,781804979;-0,355119323;0,572166756;0,958355824;similar level;
1700109H08Rik;0,485998;0,893025;0,371929;0,806193;0,664823;0,655912;0,583650667;0,708976;59,82879402;47,74158027;71,91600776;1,506360019;0,591066614;0,315342812;0,85423285;similar level;
1700110C19Rik;0,699978;0,140626;0,361819;0;0,907934;0,925104;0,400807667;0,611012667;5,134623902;3,794590296;6,474657507;1,706286319;0,770859755;0,707462011;0,98447031;similar level;
1700110I01Rik;0;0;0;0;0;0;0;0;4,694116985;7,420102994;1,968130976;0,265243081;-1,914612979;0,444154213;0,925049294;similar level;
1700110K17Rik;0;0;0;0;0;0;0;0;2,5502486;3,990463335;1,110033865;0,278171674;-1,845952577;0,505679639;0,943719691;similar level;
1700111N16Rik;0;0,0785978;0,0505563;0,144902;0;0;0,043051367;0,048300667;2,590799854;2,835008727;2,34659098;0,827719138;-0,27278678;0,898860221;1;similar level;
1700112E06Rik;0,256628;1,34048;0,331628;1,99605;0,33287;2,71332;0,642912;1,680746667;23,93715582;16,28247635;31,59183529;1,940235294;0,95623162;0,245268079;0,802460204;similar level;
1700112H15Rik;0,631868;0,126943;0;0;0,327836;0,0927876;0,252937;0,140207867;3,725295657;3,139908757;4,310682556;1,372868733;0,457193688;0,825270417;0,9986905;similar level;
1700113A16Rik;2,0966;1,68484;1,50518;2,67474;2,59861;2,05252;1,762206667;2,441956667;32,57865014;26,95852867;38,19877161;1,416945712;0,502784485;0,524913314;0,949168808;similar level;
1700113H08Rik;0,797121;0,256228;0,0824064;0,177142;0,289502;0,374574;0,378585133;0,280406;7,713161623;8,303321091;7,123002155;0,857849778;-0,221203062;0,95512071;1;similar level;
1700113I22Rik;5,60103;7,10532;5,04024;2,85413;3,08184;3,19142;5,91553;3,042463333;138,0394099;182,8110729;93,26774688;0,51018653;-0,970903286;0,018604622;0,282198546;similar level;
