gene name;baseMean;log2FoldChange;pvalue;padj;logP;Group;class
Ccser2;844,767683;0,796129251;0,004287087;0,02172895;1,662961268;not-signficant;other
Nlrc3;10,8213105;-2,722349798;0,004293187;0,021752346;1,662493899;down-regulated;other
Zfp273;13,95665943;2,664497647;0,004307613;0,021817894;1,661187178;up-regulated;other
Gabrr3;36,76812696;1,738267356;0,004312257;0,021833872;1,660869248;up-regulated;maternal
Asnsd1;318,3555843;1,014122261;0,004323184;0,021877661;1,659999107;up-regulated;other
Calr3;109,5913844;1,166517514;0,004326875;0,021877661;1,659999107;up-regulated;other
Icosl;86,58496117;1,390735785;0,004326273;0,021877661;1,659999107;up-regulated;maternal
Wbp4;95,98318971;-1,191919699;0,004325239;0,021877661;1,659999107;down-regulated;other
Trpt1;35,06482282;-1,530210301;0,004335648;0,02191446;1,659269221;down-regulated;other
Eif4e1b;398,8585122;1,59762096;0,004353631;0,02199777;1,657621346;up-regulated;other
Zfp703;126,4130338;1,295474556;0,004356673;0,022005555;1,657467678;up-regulated;other
Cyp2j12;3,738808461;5,273787074;0,004362811;0,022014498;1,657291216;up-regulated;maternal
Hic1;8,027032704;3,161516684;0,004360286;0,022014498;1,657291216;up-regulated;other
Macrod1;8,572143739;-3,244882743;0,00436295;0,022014498;1,657291216;down-regulated;other
Lgals2;6,170116792;-3,731197375;0,004372351;0,022054342;1,656505891;down-regulated;major
Cetn4;21,50316222;2,23049028;0,004378971;0,022080136;1,655998255;up-regulated;other
Gstk1;9,885428906;2,711385307;0,004383372;0,022094729;1,655711323;up-regulated;maternal
Olfr1104;28,5013034;2,429840293;0,004388573;0,022113339;1,655345684;up-regulated;other
Gfer;137,263673;-1,046792844;0,004394478;0,02213268;1,654965998;down-regulated;other
Ncln;20,35190803;-2,160289939;0,004395431;0,02213268;1,654965998;down-regulated;maternal
Bub1b;52,99503496;-1,451862552;0,004406708;0,022181842;1,654002399;down-regulated;maternal
Atp13a1;62,72626284;-1,218202178;0,004414727;0,022206955;1,65351099;down-regulated;maternal
Rab11b;184,4728146;-1,014156874;0,004414512;0,022206955;1,65351099;down-regulated;other
4931428L18Rik;28,75050651;1,949035665;0,004425479;0,022253406;1,652603514;up-regulated;other
Fgf20;7,719607852;3,431834411;0,004427183;0,022254336;1,652585362;up-regulated;other
Tsc22d1;318,17663;0,923196715;0,004434371;0,022282828;1,652029697;not-signficant;maternal
Txndc16;358,6712267;0,894754999;0,00444044;0,022305678;1,651584574;not-signficant;other
Csrnp2;450,2050586;0,985653701;0,004442398;0,022307868;1,65154194;not-signficant;maternal
Gm6150;41,2457844;1,672248124;0,004453767;0,022341996;1,65087804;up-regulated;maternal
Mrpl57;175,9269744;-1,211262571;0,004452228;0,022341996;1,65087804;down-regulated;other
Specc1;22,136004;2,349590831;0,004453644;0,022341996;1,65087804;up-regulated;other
Efcab14;586,3672982;0,95682659;0,004455686;0,022343978;1,650839498;not-signficant;other
Stk4;161,0007261;-1,136866323;0,004469657;0,022398713;1,649776936;down-regulated;other
Ttc14;182,0180717;-1,136187601;0,004468384;0,022398713;1,649776936;down-regulated;major
Serpinb12;18,50318723;2,200251177;0,00447159;0,022400742;1,649737595;up-regulated;maternal
Fam98a;100,0152441;-1,133598661;0,004480876;0,022439589;1,648985106;down-regulated;other
Epha7;10,41295783;3,041119865;0,004492769;0,022483787;1,648130541;up-regulated;other
Slc25a3;1276,789198;-0,962685535;0,004492744;0,022483787;1,648130541;not-signficant;other
Nsmce4a;518,3912193;-0,967683911;0,004502347;0,022524027;1,647353952;not-signficant;other
Arpp19;519,1255677;0,864822069;0,00450824;0,022545813;1,646934099;not-signficant;other
Jag1;194,8970948;1,330201388;0,004535309;0,022673449;1,644482406;up-regulated;maternal
Gm19510;5,952367952;4,931268175;0,004540931;0,022678352;1,644388509;up-regulated;other
Sytl2;91,58262812;1,223634036;0,004539622;0,022678352;1,644388509;up-regulated;other
Tfg;607,5764197;-0,93592136;0,00453899;0,022678352;1,644388509;not-signficant;other
Oacyl;63,30257685;1,316828773;0,004555461;0,022743168;1,643149046;up-regulated;other
Acot3;76,69578738;1,494938498;0,004560159;0,022751126;1,642997105;up-regulated;other
Tlcd1;53,24245442;1,415933475;0,004558921;0,022751126;1,642997105;up-regulated;maternal
Tmod3;135,4205647;-1,175357763;0,004565301;0,02276903;1,642655473;down-regulated;other
Itpa;119,4864796;-1,420877886;0,004568245;0,022775963;1,642523259;down-regulated;other
AU018091;154,4656504;-1,184477359;0,00458159;0,022834729;1,641404131;down-regulated;other
Amer1;140,2674519;1,217165413;0,004597455;0,02290563;1,640057754;up-regulated;other
Mansc1;127,3730522;1,383831471;0,004599598;0,02290563;1,640057754;up-regulated;maternal
Slc7a6os;242,6118122;-0,885869415;0,004600503;0,02290563;1,640057754;not-signficant;other
2310061I04Rik;609,6277331;1,024481222;0,004607599;0,022916916;1,63984382;up-regulated;other
Plekha2;59,92173154;1,281688966;0,004604464;0,022916916;1,63984382;up-regulated;other
Syngr1;51,5582481;-2,198592436;0,004609024;0,022916916;1,63984382;down-regulated;major
Tle1;57,79175186;1,46791556;0,004608051;0,022916916;1,63984382;up-regulated;other
Zxdc;43,8762693;1,382895459;0,004627535;0,023001157;1,638250316;up-regulated;other
Mcf2;61,73680068;-1,280101851;0,004633095;0,02301629;1,637964678;down-regulated;major
Rab6a;626,4918093;0,78348299;0,00463372;0,02301629;1,637964678;not-signficant;other
Mab21l2;11,64016668;2,456736761;0,004641796;0,023048595;1,637355541;up-regulated;maternal
Eif2b5;158,4549013;-1,090672335;0,004644648;0,023054943;1,637235953;down-regulated;major
Arntl;269,5245219;1,019764662;0,004648706;0,023067277;1,637003674;up-regulated;maternal
B4galt5;43,93105695;1,508172444;0,004654982;0,023090599;1,636564801;up-regulated;other
1110059G10Rik;100,8293697;-1,150162988;0,004658516;0,02309968;1,636394039;down-regulated;maternal
Arhgef16;22,47962154;1,835880437;0,004659964;0,02309968;1,636394039;up-regulated;maternal
Zc3h12a;46,763748;-1,995782364;0,004682083;0,023201477;1,634484375;down-regulated;major
Manf;611,6502442;0,877667445;0,004712343;0,023343538;1,631833321;not-signficant;other
Supt4a;672,057743;-1,070905079;0,004714965;0,023348636;1,631738482;down-regulated;other
Pqbp1;235,4241801;-1,431046396;0,004718997;0,023360711;1,631513949;down-regulated;other
Atad3a;104,3097099;-1,159984663;0,004724817;0,023377086;1,631209619;down-regulated;other
Grip1;28,39068701;1,717064635;0,004725495;0,023377086;1,631209619;up-regulated;other
AW495222;21,48807687;2,031030228;0,00474282;0,023454877;1,629766837;up-regulated;other
Wdr18;203,7990008;-1,160275202;0,004752588;0,023495258;1,629019786;down-regulated;other
Qsox2;19,75106517;-2,189506243;0,00475711;0,023509682;1,628753254;down-regulated;other
Erich5;82,12802577;1,36676617;0,004760435;0,023518187;1,62859616;up-regulated;other
Dnajc17;37,95134744;-1,809293352;0,00476827;0,023548956;1,628028343;down-regulated;other
Cdip1;243,0700889;-1,174245577;0,00477311;0,023556985;1,627880295;down-regulated;other
Lyar;364,6060243;-1,125018143;0,004772732;0,023556985;1,627880295;down-regulated;other
Eef1a1;1282,496433;-1,116211308;0,004791584;0,023632245;1,626495016;down-regulated;other
Emc6;260,632635;-0,877098813;0,004791135;0,023632245;1,626495016;not-signficant;other
Crem;57,49507309;-1,62439901;0,004796225;0,02363923;1,626366683;down-regulated;major
L1cam;14,19667602;-2,524967249;0,004794712;0,02363923;1,626366683;down-regulated;other
Tfpi2;6,921188563;-3,929706369;0,004820454;0,023750658;1,624324347;down-regulated;other
B630005N14Rik;92,40908964;1,220031139;0,004825363;0,023766858;1,624028225;up-regulated;other
Snhg3;179,5885309;-1,166155326;0,004829892;0,023781177;1,623766664;down-regulated;major
Hes6;29,07816336;1,776646416;0,004862385;0,023933123;1,621000629;up-regulated;maternal
Gm13152;800,8262949;0,844677619;0,004882216;0,024022667;1,619378782;not-signficant;other
BB557941;243,1521276;0,906857847;0,004896963;0,024087145;1,618214681;not-signficant;other
Kctd4;7,092775285;-3,402970637;0,004900079;0,024094382;1,618084201;down-regulated;other
Cmya5;339,7441318;0,839969906;0,004902548;0,024098442;1,618011026;not-signficant;other
Ccni;119,6963414;1,301646219;0,004918465;0,024168577;1,616748912;up-regulated;other
Plin2;76,03272584;-1,260363005;0,004923043;0,024182964;1,616490464;down-regulated;other
Igfbp5;7,542792205;3,29579618;0,004925384;0,024186356;1,616429565;up-regulated;other
Cfl2;802,211996;-0,818803918;0,004929535;0,024198456;1,616212352;not-signficant;other
Ercc6;114,8769193;-1,102375699;0,004934319;0,024198456;1,616212352;down-regulated;other
Ggct;366,0061252;1,121358458;0,004933844;0,024198456;1,616212352;up-regulated;maternal
Rab22a;169,0994627;0,907688653;0,004934451;0,024198456;1,616212352;not-signficant;other
Usp17ld;35,87725489;1,734446104;0,004941946;0,024227103;1,615698508;up-regulated;minor
Pgm1;17,4801737;-2,031957949;0,004943604;0,024227131;1,615698018;down-regulated;other
Gabra5;9,737143203;2,968125872;0,004958169;0,024288173;1,614605151;up-regulated;other
Hsp90b1;824,3141917;0,970242474;0,004959374;0,024288173;1,614605151;not-signficant;other
Sva;75,65392374;1,635124849;0,004966567;0,024315278;1,614120758;up-regulated;major
3110009E18Rik;68,12367332;1,306173686;0,004969385;0,024320952;1,614019437;up-regulated;maternal
Isg20l2;224,0170542;-0,976480665;0,004978532;0,024357583;1,613365815;not-signficant;major
Mybpc1;7,294993458;-3,615078174;0,004981423;0,024363596;1,613258611;down-regulated;other
Irf4;8,593813907;3,657914982;0,004995552;0,024424552;1,612173396;up-regulated;other
Prr11;414,6339579;-0,919467224;0,005019154;0,024531766;1,610271195;not-signficant;major
Csdc2;5,935083876;-4,213179607;0,005047005;0,024659666;1,608012816;down-regulated;other
Ext1;125,5339279;1,181080512;0,005052796;0,024679736;1,607659489;up-regulated;other
Uspl1;570,6179052;-0,851712417;0,005058448;0,02469911;1,607318689;not-signficant;major
Tmprss11a;758,1900808;0,903347445;0,005060918;0,024702941;1,607251334;not-signficant;other
BB287469;78,51855191;1,831369762;0,005065293;0,024716067;1,607020642;up-regulated;other
Vmn2r3;3,531517437;5,173670135;0,005074011;0,024750366;1,606418366;up-regulated;other
B3gnt7;67,51002492;2,005726577;0,005077898;0,024761089;1,606230256;up-regulated;other
Trpm4;6,564595662;4,109973781;0,005080505;0,024765559;1,606151861;up-regulated;other
Mrpl20;237,4291159;-1,232345657;0,005090832;0,024807651;1,605414348;down-regulated;major
Tceb1;1837,979495;-0,976438394;0,00509298;0,024809815;1,60537647;not-signficant;other
Trappc3l;52,95733433;1,243423758;0,005094661;0,024809815;1,60537647;up-regulated;other
Tmem39a;369,1626983;-0,984989703;0,005102773;0,024832818;1,604974;not-signficant;other
Wdr59;15,31130884;-2,032921445;0,005102423;0,024832818;1,604974;down-regulated;other
Nhsl2;3,63012166;5,226332967;0,005119053;0,024903774;1,603734828;up-regulated;other
S100a1;10,30648618;2,815976957;0,005125621;0,024927454;1,603322071;up-regulated;other
Cd160;85,91810704;1,401724578;0,005140032;0,024985801;1,602306716;up-regulated;maternal
Txnl4a;688,2168572;-1,019644141;0,005141027;0,024985801;1,602306716;down-regulated;other
Bcas1;37,92606779;1,460837416;0,005152823;0,025034831;1,601455338;up-regulated;other
Ggh;6,447251792;3,490745484;0,005183163;0,025173889;1,599049686;up-regulated;other
1700025G04Rik;64,62689921;1,321709255;0,005191492;0,025205991;1,598496216;up-regulated;other
Nlrp9a;373,3567352;1,033852858;0,005223642;0,025336912;1,59624631;up-regulated;maternal
Rnf31;26,12132219;-2,189093936;0,005222751;0,025336912;1,59624631;down-regulated;other
Upp1;129,5370587;1,005585171;0,005221157;0,025336912;1,59624631;up-regulated;maternal
Kcna1;32,61320511;1,803819744;0,005225546;0,025337763;1,596231732;up-regulated;other
Dnah6;21,8922874;2,553354805;0,005227677;0,025339713;1,596198304;up-regulated;other
Lsm12;148,895391;-1,274962704;0,00523409;0,025359919;1,595852142;down-regulated;major
Trim6;103,9816206;-1,35112207;0,005235306;0,025359919;1,595852142;down-regulated;major
Chfr;216,4688763;0,969994439;0,005243729;0,025392328;1,595297481;not-signficant;other
Med16;42,04750608;-1,495217118;0,005257859;0,025443942;1,594415595;down-regulated;other
Tfpi;22,96429563;-2,042121194;0,005257569;0,025443942;1,594415595;down-regulated;other
Mei4;50,93308827;1,663902455;0,005267054;0,025480028;1,593800106;up-regulated;other
Antxr2;339,7483226;1,047583979;0,005273246;0,025493154;1,593576438;up-regulated;other
Rprd1b;253,2399218;-0,929785216;0,005272132;0,025493154;1,593576438;not-signficant;major
Elp2;111,904241;-1,558399882;0,005282092;0,025518385;1,593146814;down-regulated;maternal
Prc1;1533,564997;-0,865017853;0,005281307;0,025518385;1,593146814;not-signficant;other
Sf3a1;247,1892102;-0,955100912;0,005283688;0,025518385;1,593146814;not-signficant;maternal
Klf7;54,00936317;1,420406175;0,005289121;0,02553621;1,592843566;up-regulated;maternal
Scmh1;223,8610412;1,100321865;0,005301032;0,025585291;1,592009637;up-regulated;other
Cxcl17;6,46726919;4,179822201;0,005308391;0,025612375;1,591550151;up-regulated;other
Adam4;3,121330739;-5,234935168;0,005328134;0,025699175;1,590080812;down-regulated;other
Nploc4;118,3355257;-1,010477955;0,005341379;0,025754582;1,589145486;down-regulated;other
Arf3;328,1455207;1,065930447;0,00534833;0,025779617;1,588723538;up-regulated;other
Usp25;16,31588705;2,630930083;0,005350689;0,025782511;1,588674783;up-regulated;other
Oxr1;37,99636297;1,472013081;0,005366938;0,025852309;1,587500656;up-regulated;other
Supt20;225,2245098;-0,978515336;0,005375409;0,025884609;1,586958396;not-signficant;other
3110082I17Rik;34,25097592;-1,506679053;0,005385339;0,025923906;1,586299568;down-regulated;maternal
Sipa1;23,62243594;1,685554391;0,005414045;0,026053535;1,584133351;up-regulated;maternal
Crx;6,510473695;-3,335899354;0,005442636;0,026182525;1,581988479;down-regulated;other
Maneal;3,168473964;-5,262803242;0,005446296;0,026191539;1,581838983;down-regulated;other
Exoc6b;45,57971487;1,497255966;0,005450552;0,026194818;1,581784608;up-regulated;other
Sptan1;175,001569;-1,035975135;0,005450191;0,026194818;1,581784608;down-regulated;other
Gemin2;93,51922803;-1,648751657;0,00546783;0,026269241;1,580552478;down-regulated;major
Speer4b;14,11923519;2,272722695;0,005490127;0,026367718;1,578927458;up-regulated;other
Akap8;454,1713083;-0,843086633;0,005497391;0,026392588;1,578518023;not-signficant;major
Rrs1;101,1303261;-1,122061124;0,005498906;0,026392588;1,578518023;down-regulated;major
Limk1;95,00057843;1,763041978;0,005502713;0,026402216;1,578359621;up-regulated;other
Bckdha;15,97937535;-2,00963777;0,005506688;0,026412642;1,57818816;down-regulated;other
Fam120b;27,70997652;-1,829517565;0,005509942;0,026419603;1,578073712;down-regulated;maternal
Hdac10;12,25941302;-2,460893357;0,005526603;0,026490827;1,576904476;down-regulated;other
Ccnh;40,75725725;-1,74570168;0,005533979;0,02651751;1,57646726;down-regulated;maternal
Garem;259,3665312;1,071230242;0,005537627;0,02652632;1,576323003;up-regulated;other
Jade1;81,64254843;-1,157522164;0,005551193;0,026582617;1,575402272;down-regulated;other
Igsf3;372,5476744;0,957257625;0,005553672;0,026585802;1,575350229;not-signficant;other
Ercc6l;193,0067534;-1,240527248;0,005562488;0,026619309;1,57480323;down-regulated;other
BC027231;263,365884;-0,870445692;0,005568147;0,026620319;1,574786737;not-signficant;major
Hs3st3b1;40,82008928;1,41759456;0,005567582;0,026620319;1,574786737;up-regulated;other
Yipf5;166,5358909;-1,373258292;0,005567003;0,026620319;1,574786737;down-regulated;maternal
Pdcd10;555,9462973;1,177883286;0,005572199;0,026631005;1,574612445;up-regulated;major
6330403K07Rik;10,65286045;3,161837616;0,005577114;0,026637125;1,574512655;up-regulated;other
Anxa3;7,81029383;3,491611575;0,005575988;0,026637125;1,574512655;up-regulated;other
Rapgef5;586,9027342;0,998987051;0,005581081;0,026647387;1,574345369;not-signficant;other
Zscan21;207,1370658;-0,947189031;0,005591087;0,02668647;1,573708874;not-signficant;other
9930111H07Rik;7,790510808;-3,576072032;0,005613671;0,026785543;1,572099538;down-regulated;other
Kif20a;373,3401761;-0,919931684;0,00561697;0,026792564;1,571985729;not-signficant;other
Mia2;8,019547805;-3,010964382;0,005623379;0,026812808;1,571657703;down-regulated;other
Prkca;14,46983698;2,181682808;0,005624873;0,026812808;1,571657703;up-regulated;other
Etd;3,121372697;-5,215099686;0,005628164;0,026819776;1,571544853;down-regulated;other
Gdpd1;126,1489115;0,956038884;0,005636791;0,026852157;1,571020823;not-signficant;maternal
Gm11961;5,622012278;-4,241780092;0,005680837;0,027053185;1,567781605;down-regulated;other
Ndufaf3;25,67157662;1,854844265;0,005684591;0,027062271;1,567635765;up-regulated;maternal
Frmd6;77,61486276;1,544485231;0,005693258;0,027094735;1,567115098;up-regulated;other
Epsti1;33,84480726;1,625206377;0,005699041;0,027113453;1,566815177;up-regulated;maternal
Rnf113a2;82,67970862;-1,381438437;0,005711129;0,027162145;1,566035934;down-regulated;other
Taf6;238,2077187;-1,254411961;0,005717944;0,027185737;1,565658893;down-regulated;other
Mrpl23;11,40672557;-2,397732814;0,005724271;0,027206992;1,565319474;down-regulated;other
Timp3;3,45032355;5,153049591;0,005732346;0,027236542;1,564848039;up-regulated;other
Ftl1;3037,880566;1,170858735;0,005744807;0,027279434;1,564164647;up-regulated;other
Hpx;3,497507202;5,160551341;0,005745096;0,027279434;1,564164647;up-regulated;other
Gda;487,7899815;1,007361997;0,005748581;0,027287143;1,56404194;up-regulated;other
1810026J23Rik;139,9366983;-1,063818413;0,005751984;0,027294457;1,563925538;down-regulated;other
Ldoc1;9,22464853;3,364860529;0,005777766;0,0273902;1,5624048;up-regulated;other
Shisa2;16,61112309;2,033418858;0,005777177;0,0273902;1,5624048;up-regulated;other
