"Intersection_category","Intersection_count","Gene_name","Gene_id"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpsa","ENSMUSG00000032518"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Rrp15","ENSMUSG00000001305"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rrp9","ENSMUSG00000041506"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rsf1","ENSMUSG00000035623"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rsl24d1","ENSMUSG00000032215"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rsph3b","ENSMUSG00000023806"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Rsrc2","ENSMUSG00000029422"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rsrp1","ENSMUSG00000037266"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ruvbl1","ENSMUSG00000030079"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rwdd1","ENSMUSG00000019782"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Rwdd4a","ENSMUSG00000031568"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Sat1","ENSMUSG00000025283"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Sbno1","ENSMUSG00000038095"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Scnm1","ENSMUSG00000092607"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Scyl3","ENSMUSG00000026584"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Sdf4","ENSMUSG00000029076"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Sec23b","ENSMUSG00000027429"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Sec63","ENSMUSG00000019802"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Selenoi","ENSMUSG00000075703"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Selenot","ENSMUSG00000075700"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Senp3","ENSMUSG00000005204"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Serp1","ENSMUSG00000027808"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Set","ENSMUSG00000054766"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Setd2","ENSMUSG00000044791"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Setdb2","ENSMUSG00000071350"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Setx","ENSMUSG00000043535"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Sf3b5","ENSMUSG00000078348"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Sf3b6","ENSMUSG00000037361"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Sfi1","ENSMUSG00000023764"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Sgpl1","ENSMUSG00000020097"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Shmt1","ENSMUSG00000020534"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Sirt1","ENSMUSG00000020063"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ska1","ENSMUSG00000036223"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ska2","ENSMUSG00000020492"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Slc12a2","ENSMUSG00000024597"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Slc16a6","ENSMUSG00000041920"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Slc1a1","ENSMUSG00000024935"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Slc25a20","ENSMUSG00000032602"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Slc25a23","ENSMUSG00000046329"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Slc25a3","ENSMUSG00000061904"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Slc25a36","ENSMUSG00000032449"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Slc25a44","ENSMUSG00000050144"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Slc30a5","ENSMUSG00000021629"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Slc30a6","ENSMUSG00000024069"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Slc37a1","ENSMUSG00000024036"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Slc38a6","ENSMUSG00000044712"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Slc39a9","ENSMUSG00000048833"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Slc5a6","ENSMUSG00000006641"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Slirp","ENSMUSG00000021040"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Sltm","ENSMUSG00000032212"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Smarcad1","ENSMUSG00000029920"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Smarcc1","ENSMUSG00000032481"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Smim4","ENSMUSG00000058351"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Snapc3","ENSMUSG00000028483"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Snapc5","ENSMUSG00000032398"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Snrnp25","ENSMUSG00000040767"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Snrpa","ENSMUSG00000061479"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Snrpb","ENSMUSG00000027404"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Snrpc","ENSMUSG00000024217"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Snrpd2","ENSMUSG00000040824"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Snu13","ENSMUSG00000063480"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Snupn","ENSMUSG00000055334"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Snx3","ENSMUSG00000019804"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Snx5","ENSMUSG00000027423"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Sox15","ENSMUSG00000041287"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Sp1","ENSMUSG00000001280"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Sp140","ENSMUSG00000070031"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Spata2","ENSMUSG00000047030"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Spic","ENSMUSG00000004359"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Spink2","ENSMUSG00000053030"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Sppl3","ENSMUSG00000029550"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Sqle","ENSMUSG00000022351"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Srcap","ENSMUSG00000053877"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Srm","ENSMUSG00000006442"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Srp9","ENSMUSG00000026511"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Srsf1","ENSMUSG00000018379"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Srsf10","ENSMUSG00000028676"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Srsf2","ENSMUSG00000034120"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Srsf5","ENSMUSG00000021134"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Srsf6","ENSMUSG00000016921"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Srsf7","ENSMUSG00000024097"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ss18l2","ENSMUSG00000032526"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ssbp1","ENSMUSG00000029911"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Ssr2","ENSMUSG00000041355"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ssr4","ENSMUSG00000002014"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Sssca1","ENSMUSG00000118125"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Sssca1","ENSMUSG00000079478"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Stip1","ENSMUSG00000024966"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Strn3","ENSMUSG00000020954"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Sumo2","ENSMUSG00000020738"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Supt4a","ENSMUSG00000020485"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Surf2","ENSMUSG00000014873"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Sycp1","ENSMUSG00000027855"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Sycp3","ENSMUSG00000020059"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Sys1","ENSMUSG00000045503"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Taf1d","ENSMUSG00000031939"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Taf5l","ENSMUSG00000038697"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Taldo1","ENSMUSG00000025503"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tango2","ENSMUSG00000013539"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tbc1d23","ENSMUSG00000022749"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Tbcb","ENSMUSG00000006095"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tbcc","ENSMUSG00000036430"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tbrg4","ENSMUSG00000000384"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Tcp1","ENSMUSG00000068039"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tdp2","ENSMUSG00000035958"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Teddm1b","ENSMUSG00000043282"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tefm","ENSMUSG00000046909"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tet1","ENSMUSG00000047146"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Tfb2m","ENSMUSG00000026492"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tfg","ENSMUSG00000022757"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tfrc","ENSMUSG00000022797"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Tgs1","ENSMUSG00000028233"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Them4","ENSMUSG00000028145"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Thoc5","ENSMUSG00000034274"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Tial1","ENSMUSG00000030846"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tigar","ENSMUSG00000038028"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Timd2","ENSMUSG00000040413"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Timm10","ENSMUSG00000027076"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Timm13","ENSMUSG00000020219"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Timm17a","ENSMUSG00000062580"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Timm17b","ENSMUSG00000031158"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Timm8a1","ENSMUSG00000048007"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tiprl","ENSMUSG00000040843"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Tlk2","ENSMUSG00000020694"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tma16","ENSMUSG00000025591"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Tma7","ENSMUSG00000091537"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tmed5","ENSMUSG00000063406"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tmem120a","ENSMUSG00000039886"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tmem126a","ENSMUSG00000030615"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tmem167","ENSMUSG00000012422"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Tmem179","ENSMUSG00000054013"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tmem214","ENSMUSG00000038828"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Tmem234","ENSMUSG00000028797"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tmem41b","ENSMUSG00000047554"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tmem44","ENSMUSG00000022537"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tmem50b","ENSMUSG00000022964"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tmem59","ENSMUSG00000028618"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tmem72","ENSMUSG00000048108"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Tmem92","ENSMUSG00000075610"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Tnfrsf10b","ENSMUSG00000022074"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tnfrsf22","ENSMUSG00000010751"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tnpo3","ENSMUSG00000012535"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tomm20","ENSMUSG00000093904"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tomm22","ENSMUSG00000022427"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tomm5","ENSMUSG00000078713"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tomm6","ENSMUSG00000033475"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tomm7","ENSMUSG00000028998"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tor1aip1","ENSMUSG00000026466"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Tor1aip2","ENSMUSG00000050565"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Tor2a","ENSMUSG00000009563"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tox4","ENSMUSG00000016831"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Tpm3","ENSMUSG00000027940"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Tprkb","ENSMUSG00000054226"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tra2b","ENSMUSG00000022858"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Trappc4","ENSMUSG00000032112"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Trim33","ENSMUSG00000033014"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Trim43b","ENSMUSG00000079162"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Trim6","ENSMUSG00000072244"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Trip13","ENSMUSG00000021569"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Trir","ENSMUSG00000041203"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Trmt10c","ENSMUSG00000044763"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Troap","ENSMUSG00000032783"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Trpm2","ENSMUSG00000009292"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tsc22d4","ENSMUSG00000029723"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tsr1","ENSMUSG00000038335"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Tsr3","ENSMUSG00000015126"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Tstd2","ENSMUSG00000035495"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Tuba1b","ENSMUSG00000023004"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Uap1","ENSMUSG00000026670"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Uba52","ENSMUSG00000090137"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ubap1","ENSMUSG00000028437"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ubc","ENSMUSG00000008348"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ube2j2","ENSMUSG00000023286"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ube2l3","ENSMUSG00000038965"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Ube2v2","ENSMUSG00000022674"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ubl4a","ENSMUSG00000015290"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ubr5","ENSMUSG00000037487"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ubxn1","ENSMUSG00000071655"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ufc1","ENSMUSG00000062963"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ufd1","ENSMUSG00000005262"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Ugcg","ENSMUSG00000028381"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Uhrf1bp1l","ENSMUSG00000019951"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Unc13d","ENSMUSG00000057948"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Unk","ENSMUSG00000020770"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Upp1","ENSMUSG00000020407"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Uqcrq","ENSMUSG00000044894"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Usmg5","ENSMUSG00000071528"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Usp17lc","ENSMUSG00000058976"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Usp32","ENSMUSG00000000804"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Usp33","ENSMUSG00000025437"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Usp40","ENSMUSG00000005501"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Usp50","ENSMUSG00000027364"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Uspl1","ENSMUSG00000041264"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Utp11","ENSMUSG00000028907"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Utp14a","ENSMUSG00000063785"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Utp23","ENSMUSG00000022313"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Utp3","ENSMUSG00000070697"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Uxt","ENSMUSG00000001134"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Vkorc1l1","ENSMUSG00000066735"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Vmn1r46","ENSMUSG00000061653"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Vmp1","ENSMUSG00000018171"
