"Gene_id","Intersection_category","Intersection_count"
"LOXL2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"LPL","B6D2F1 pure (N=1)",1
"LRP1B","B6D2F1 pure (N=1)",1
"LRPAP1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"LRPPRC","B6D2F1 pure (N=1)",1
"LRRC17","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"LRRC41","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"LRRC49","B6D2F1 pure (N=1)",1
"LRRC57","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"LRRFIP2","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"LSG1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"LSM12","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"LSM2","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"LSM3","B6D2F1 pure (N=1)",1
"LSM5","B6D2F1 pure (N=1)",1
"LSM8","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"LTO1","B6D2F1 pure (N=1)",1
"LUC7L","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"LUC7L2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"LYPD3","B6D2F1 pure (N=1)",1
"LYRM2","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"LYRM4","B6D2F1 pure (N=1)",1
"LZTFL1","B6D2F1 pure (N=1)",1
"LZTR1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"M6PR","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MACO1","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MACROD2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MAD1L1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"MAD2L1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MAD2L1BP","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MADD","B6D2F1 pure (N=1)",1
"MAGEA10","B6D2F1 pure (N=1)",1
"MAGOH","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MAGT1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MAK16","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MALSU1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"MAN1A2","B6D2F1 pure (N=1)",1
"MANF","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MANSC1","B6D2F1 pure (N=1)",1
"MAP1B","B6D2F1 pure (N=1)",1
"MAP1LC3B","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MAP2K1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MAP2K2","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MAP2K4","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MAP3K4","B6D2F1 pure (N=1)",1
"MAP3K5","B6D2F1 pure (N=1)",1
"MAP3K6","B6D2F1 pure (N=1)",1
"MAP4","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MAPK14","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MAPK8","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MAPKAP1","B6D2F1 pure (N=1)",1
"MAPKAPK5","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MAPRE1","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MAPRE2","B6D2F1 pure (N=1)",1
"MARK3","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MASTL","B6D2F1 pure (N=1)",1
"MATR3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MAX","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MCL1","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MCM10","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MCM2","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MCM4","B6D2F1 pure (N=1)",1
"MCM9","B6D2F1 pure (N=1)",1
"MCPH1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MCTP2","B6D2F1 pure (N=1)",1
"MCTS1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MCUR1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MDH1","B6D2F1 pure (N=1)",1
"MDH2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MDN1","B6D2F1 pure (N=1)",1
"MDP1","B6D2F1 pure (N=1)",1
"MEA1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MED10","B6D2F1 pure (N=1)",1
"MED14","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MED15","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"MED19","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MED25","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MED27","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MED28","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MED29","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MED30","B6D2F1 pure (N=1)",1
"MED6","B6D2F1 pure (N=1)",1
"MED7","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MEI4","B6D2F1 pure (N=1)",1
"MEMO1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MEP1B","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MEST","B6D2F1 pure (N=1)",1
"METAP1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"METTL3","B6D2F1 pure (N=1)",1
"METTL9","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MEX3C","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MFAP1A","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MFAP3","B6D2F1 pure (N=1)",1
"MFF","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MFSD1","B6D2F1 pure (N=1)",1
"MFSD11","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MFSD14A","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MFSD2A","B6D2F1 pure (N=1)",1
"MGA","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MGAT4C","B6D2F1 pure (N=1)",1
"MGEA5","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MIA3","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MICU2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MIER1","B6D2F1 pure (N=1)",1
"MIER2","B6D2F1 pure (N=1)",1
"MIER3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MIGA1","B6D2F1 pure (N=1)",1
"MINDY1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MINDY3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MIOX","B6D2F1 pure (N=1)",1
"MIS18A","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MIS18BP1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"MKKS","B6D2F1 pure (N=1)",1
"MKNK1","B6D2F1 pure (N=1)",1
"MKRN1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MKRN2OS","B6D2F1 pure (N=1)",1
"MLLT10","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MLLT3","B6D2F1 pure (N=1)",1
"MMP2","B6D2F1 pure (N=1)",1
"MMS22L","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MNAT1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MNS1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MOB1A","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MOB4","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MOCS2","B6D2F1 pure (N=1)",1
"MORC2A","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MORF4L1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"MPC1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MPC2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MPHOSPH10","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MPHOSPH6","B6D2F1 pure (N=1)",1
"MPHOSPH9","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MPP3","B6D2F1 pure (N=1)",1
"MPV17","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MPV17L","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MPZL1","B6D2F1 pure (N=1)",1
"MRPL1","B6D2F1 pure (N=1)",1
"MRPL12","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPL13","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MRPL20","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPL21","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MRPL22","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MRPL24","B6D2F1 pure (N=1)",1
"MRPL28","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MRPL3","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"MRPL34","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPL35","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MRPL41","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MRPL42","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPL43","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MRPL44","B6D2F1 pure (N=1)",1
"MRPL49","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MRPL51","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPL53","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MRPS17","B6D2F1 pure (N=1)",1
"MRPS2","B6D2F1 pure (N=1)",1
"MRPS21","B6D2F1 pure (N=1)",1
"MRPS22","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MRPS24","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MRPS25","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MRPS26","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPS30","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MRPS36","B6D2F1 pure (N=1)",1
"MRPS6","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPS7","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MRTO4","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MSANTD2","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MSANTD4","B6D2F1 pure (N=1)",1
"MSH2","B6D2F1 pure (N=1)",1
"MSL3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MSMO1","B6D2F1 pure (N=1)",1
"MSRB1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MSRB3","B6D2F1 pure (N=1)",1
"MSTO1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MT-ATP6","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-ATP8","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-CO1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-CO2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-CO3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-CYTB","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-ND1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-ND2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-ND3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MT-ND4","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-ND4L","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-ND5","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT-ND6","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MT1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MT2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MTA3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MTCH2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MTERF3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MTF1","B6D2F1 pure (N=1)",1
"MTFR1","B6D2F1 pure (N=1)",1
"MTFR1L","B6D2F1 pure (N=1)",1
"MTFR2","B6D2F1 pure (N=1)",1
"MTHFS","B6D2F1 pure (N=1)",1
"MTMR14","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MTMR7","B6D2F1 pure (N=1)",1
"MTOR","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MTUS1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MVB12B","B6D2F1 pure (N=1)",1
"MYBBP1A","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MYCBP","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MYH10","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"MYL12A","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"MYL12B","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"MYL6","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MYLPF","B6D2F1 pure (N=1)",1
"MYSM1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NAA15","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NAA16","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NAA35","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"NAALAD2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NABP1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NACA","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NAMPT","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NANOG","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NANOS2","B6D2F1 pure (N=1)",1
"NANS","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"NAP1L4","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NARS","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"NAV1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NAV2","B6D2F1 pure (N=1)",1
"NAV3","B6D2F1 pure (N=1)",1
"NCAPD2","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NCAPD3","B6D2F1 pure (N=1)",1
"NCBP3","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NCEH1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NCKAP1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"NCL","B6D2F1 pure (N=1)",1
"NCSTN","B6D2F1 pure (N=1)",1
"NDE1","B6D2F1 pure (N=1)",1
"NDRG3","B6D2F1 pure (N=1)",1
"NDUFA11","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFA2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFA7","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFA9","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFAF4","B6D2F1 pure (N=1)",1
"NDUFAF5","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"NDUFB10","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFB6","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFC1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFC2","B6D2F1 pure (N=1)",1
"NDUFS2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NDUFS8","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFV2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NDUFV3","B6D2F1 pure (N=1)",1
"NEDD1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NEDD4","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NEK4","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NEMP1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NEPRO","B6D2F1 pure (N=1)",1
"NETO2","B6D2F1 pure (N=1)",1
"NF1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NFAT5","B6D2F1 pure (N=1)",1
"NFATC3","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NFRKB","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NFYB","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NGLY1","B6D2F1 pure (N=1)",1
"NHEJ1","B6D2F1 pure (N=1)",1
"NHP2","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NICN1","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NIF3L1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"NIPA2","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2
"NISCH","B6D2F1 pure (N=1)",1
"NKIRAS1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NKTR","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NLRC3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NLRP4C","B6D2F1 pure (N=1)",1
"NLRP4E","B6D2F1 pure (N=1)",1
"NLRP9C","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NMD3","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NME1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NME5","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NMNAT1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NMRK1","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NMT2","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NOA1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NOB1","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NOC2L","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NOC3L","B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"NOC4L","B6D2F1 pure (N=1)",1
"NOL10","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NOL4L","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NOL7","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NONO","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3
"NOP10","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NOP2","B6D2F1 pure (N=1)",1
"NOP53","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2
"NOP58","B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"NOXO1","B6D2F1 pure (N=1)",1
"NPAT","B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
