"gene","int","cnt"
"NUDCD2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"OLA1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ORMDL2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PABPC1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PABPN1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PAK2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PCGF5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PEMT","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PGLYRP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PHKG2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PIGYL","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PITPNA","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PMM1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PMS2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR1C","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR1E","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR2E","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR2F","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR2H","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR2J","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR2L","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR3H","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PPIA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PPIH","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"PPIP5K2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PPM1A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PPM1G","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PPP1CC","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PPP1R8","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PRDX5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PRDX6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PRPSAP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PRR13","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PSG16","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PSMA3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PSMB1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PSMB4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PSMB5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PSMB7","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PSMD14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PTDSS2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RAB1A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RAB2B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RABGGTB","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RAN","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RBBP6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RBM5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RBM8A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RMND1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RMND5B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"RNF125","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RNF7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL10A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL18","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL18A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL19","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL21","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL22","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL23","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL24","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL26","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL27A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RPL28","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL30","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL31","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL34","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL36A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL36AL","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL37","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL37A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL39","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL41","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL7L1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL8","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPLP0","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPLP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS10","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS11","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS12","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPS13","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS15","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS16","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS17","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS19","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RPS21","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS23","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS25","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS27A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS29","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS4L","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS9","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPSA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RRP15","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RRP7A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RSL24D1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RSRC2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RUVBL1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SAT1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SBNO1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SDF4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SET","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SETX","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SFI1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SHMT1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SIN3A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SIRT1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SKA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SLC16A6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SLC1A1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"SLC25A20","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SLC38A6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SMIM4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SMIM7","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"SNF8","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"SNRNP25","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SNRPC","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SNUPN","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SP140","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SPATA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SPIC","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SRSF1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"SRSF11","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SSR2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"SUPT4A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TAF1D","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TANGO2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TBRG4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"TET1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"THUMPD3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TIMM10","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TIMM17A","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"TIMM17B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TMA7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TMED5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TMEM120A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TMEM72","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TNPO3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TOMM6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TOMM7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TOX4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TRAPPC4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TSC22D4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TSR3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"UBA52","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"UBAP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"UBE2C","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"UBE2L3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"UBXN1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"UFC1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"UPP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"UQCR10","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"USPL1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"UTP11","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"WDR44","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"WDR45B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"WDR55","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"WIPI2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"YIPF1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"YME1L1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"YWHAQ","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ZFP131","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ZFP281","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ZFP410","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ZMAT5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
