"gene","int","cnt"
"PTPRG","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PTTG1IP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RARS","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RB1CC1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RBM42","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RBMX2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RELCH","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"RHEBL1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"RIOK2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RIOK3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RMND5A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RNGTT","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPF2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL13","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL13A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPL14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL23A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RPL35A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPL4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPP14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPRD1A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS18","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"RPS19BP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS26","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"RPS3A1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RPS8","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RRM1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"RSL1D1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RSRP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SAR1A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SEC63","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SERP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"SF3B6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SKA1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SLC30A6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SLIRP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SNAPC3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SNRPA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SNU13","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SPDL1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SPRY4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"SRP9","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SRPK1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SRSF10","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SRSF5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SRSF7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"SS18L2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SSBP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"SSR3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"SSSCA1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"STIP1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"STRAP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"STT3A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"STX5A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"SUGT1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"SWI5","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"SYT11","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TALDO1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TBC1D23","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TCP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TDP2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TESC","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"TFG","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TGOLN1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"THAP4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TIGAR","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TIMM8A1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"TIPRL","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TLK2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TMEM41B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TMEM59","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TOMM22","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"TOR1AIP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TRA2B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TRIM33","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"TRPC4AP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"TUBB5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"UAP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"UBC","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"UBE2A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"UBE2E3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"UBE2V2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"UBR5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"UCK2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"UGCG","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"UHMK1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"UHRF1BP1L","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"USMG5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"UTP14A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"VMP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"WDR43","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"WDR70","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"WSB1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"WTAP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"XIAP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"XPO1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"YPEL2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"YWHAG","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ZBTB8OS","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ZFP639","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ZFP958","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ZMPSTE24","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ZSCAN5B","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ABCF3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"AC132444.1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ACAT1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"AHCTF1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ANKRD13C","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"APPBP2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ARPC1A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ATAD1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ATAD2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ATF2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"AURKA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"BCL7C","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CCDC88A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CCNA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"CDCA3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CEP192","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CHD1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CNST","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"COMMD2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"CRB3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"CTPS","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DCUN1D5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DDR2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DHCR7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DNAJB14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DNAJC8","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"EI24","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"EIF3A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"EIF3B","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"EIF4A1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"EIF4G2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"EIF5","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ELAVL2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"FBL","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"FBXO33","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"FKBP4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"FUBP1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GM11237","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"GM4739","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GM47924","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"GM5039","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"GMNN","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GOLT1B","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GPCPD1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"GPD1L","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"GTPBP4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"HCCS","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"HNRNPR","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"HSP90AB1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"IARS","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"IBTK","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"IPO5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"IWS1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"JARID2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"KBTBD8","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"KHDRBS1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"LARP1B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MAPKAPK5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MAX","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MCPH1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MED14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"MED19","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"METTL9","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MGA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MIER3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"MIS18A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MMS22L","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"MRPL34","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MSL3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MYSM1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"N4BP2L2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NEDD1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NKIRAS1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NMD3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"NOL9","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NUDC","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
