"gene","int","cnt"
"UBE2S","C57BL/6J clean (N=3)",1
"UBN1","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"UCHL1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"UCHL3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"UNC50","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"UPF2","C57BL/6J clean (N=3)",1
"USO1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"USP14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"USP16","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"USP33","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"USP37","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"USP53","C57BL/6J clean (N=3)",1
"UTP4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"VAMP1","C57BL/6J clean (N=3)",1
"VIRMA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"VMN1R203","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"VMN1R229","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"VMN1R46","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"VPS13A","C57BL/6J clean (N=3)",1
"VPS54","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"VRK1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"WAC","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"WAPL","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"WASF1","C57BL/6J clean (N=3)",1
"WASF2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"WBP11","C57BL/6J clean (N=3)",1
"WDHD1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"WDR1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"WDR37","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"WEE2","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"XPA","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"XPNPEP1","C57BL/6J clean (N=3)",1
"YIPF6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"YPEL5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"YWHAZ","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ZBTB46","C57BL/6J clean (N=3)",1
"ZCCHC3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"ZCWPW1","C57BL/6J clean (N=3)",1
"ZDHHC3","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ZFAND2A","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZFAND6","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"ZFP106","C57BL/6J clean (N=3)",1
"ZFP148","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"ZFP229","C57BL/6J clean (N=3)",1
"ZFP235","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP280D","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"ZFP296","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZFP51","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP622","C57BL/6J clean (N=3)",1
"ZFP638","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ZFP654","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP655","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"ZFP820","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP874A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ZFP932","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP942","C57BL/6J clean (N=3)",1
"ZFP948","C57BL/6J clean (N=3)",1
"ZFP951","C57BL/6J clean (N=3)",1
"ZFP957","C57BL/6J clean (N=3)",1
"ZFP970","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"ZFP980","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZFP982","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ZFR","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"ZFYVE21","C57BL/6J clean (N=3)",1
"ZGRF1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ZNHIT6","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZRANB1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"ZRSR2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",2
"ZW10","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ZZZ3","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"1110004F10RIK","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"1600012H06RIK","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"1700017B05RIK","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"1810013L24RIK","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"1810055G02RIK","C57BL/6J x mix (N=3)",1
"2410004B18RIK","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"2810004N23RIK","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"4833420G17RIK","C57BL/6J x mix (N=3)",1
"9430038I01RIK","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"9930104L06RIK","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"AASDH","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"AATF","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ABCB5","C57BL/6J x mix (N=3)",1
"ABCC5","C57BL/6J x mix (N=3)",1
"ABCE1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ACOT8","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ACTG1","C57BL/6J x mix (N=3)",1
"ACTR1A","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ADI1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ADIPOR1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ADRM1","C57BL/6J x mix (N=3)",1
"AFG3L2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"AFMID","C57BL/6J x mix (N=3)",1
"AKAP1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AKAP10","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AKAP17B","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"AKAP8L","C57BL/6J x mix (N=3)",1
"AKIRIN2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"ALKBH1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ALKBH3","C57BL/6J x mix (N=3)",1
"ALPPL2","C57BL/6J x mix (N=3)",1
"AMD1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ANAPC4","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ANAPC7","C57BL/6J x mix (N=3)",1
"ANKRD22","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"ANKRD40","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"ANLN","C57BL/6J x mix (N=3)",1
"AP1M2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"AP2S1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"AP4B1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"APEX2","C57BL/6J x mix (N=3)",1
"API5","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"APLP2","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"AQP9","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"AQR","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ARF6","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ARFGEF1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"ARHGAP1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"ARHGAP11A","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ARHGAP29","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ARHGEF12","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ARID5A","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"ARPC3","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ARPC5","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"ARPC5L","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ARV1","C57BL/6J x mix (N=3)",1
"ASAH1","C57BL/6J x mix (N=3)",1
"ASPH","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"ASTE1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ATG101","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ATG16L2","C57BL/6J x mix (N=3)",1
"ATG2B","C57BL/6J x mix (N=3)",1
"ATG3","C57BL/6J x mix (N=3)",1
"ATG4B","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ATL3","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ATMIN","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"ATP6AP1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"AU015228","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"AURKB","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AVL9","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"AW209491","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"BAG5","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"BC005537","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"BC022960","C57BL/6J x mix (N=3)",1
"BC024063","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"BCL2L13","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"BDP1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"BEST2","C57BL/6J x mix (N=3)",1
"BET1L","C57BL/6J x mix (N=3)",1
"BIRC6","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"BMI1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"BPTF","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"BRIX1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"BSPRY","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"BTAF1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"BTF3L4","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"BUD13","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"BYSL","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"BZW2","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CALU","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CAPRIN1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CASP3","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CASTOR1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CBFA2T2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CBLL1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CBR1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CBWD1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CBY1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CCDC107","C57BL/6J x mix (N=3)",1
"CCDC115","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CCDC117","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CCDC47","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CCDC86","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CCNB1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"CCNQ","C57BL/6J x mix (N=3)",1
"CDC25B","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CDC37L1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CDC42SE2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CDC45","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CDK10","C57BL/6J x mix (N=3)",1
"CDK16","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CDK2","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CDK4","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CDK8","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CDKN2D","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CENPH","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CENPL","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CEP120","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CETN2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CFAP36","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CHRAC1","C57BL/6J x mix (N=3)",1
"CHST12","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CHUK","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"CIAO2A","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CIART","C57BL/6J x mix (N=3)",1
"CINP","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CISD2","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CKAP2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CLMP","C57BL/6J x mix (N=3)",1
"CLTA","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CLYBL","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CMC2","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CNIH1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CNN3","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"CNOT1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CNOT10","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"COMMD5","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"COPS2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"COQ4","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"COX8A","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"CPSF4","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CPSF6","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CRCP","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CREB1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CRKL","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CRNKL1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CSE1L","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CSTF1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"CTNNBL1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"CTPS2","C57BL/6J x mix (N=3)",1
"CTSB","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CTSD","C57BL/6J x mix (N=3)",1
"CTTN","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CWC22","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CWC25","C57BL/6J x mix (N=3)",1
"CYCS","C57BL/6J x mix (N=3)",1
"D230025D16RIK","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"D7ERTD443E","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DAZAP2","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"DCAF12","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DCAF4","C57BL/6J x mix (N=3)",1
"DCAF5","C57BL/6J x mix (N=3)",1
"DCAF7","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"DCAKD","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"DCTN5","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"DDIAS","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DDX10","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DDX27","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DDX47","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DEPDC5","C57BL/6J x mix (N=3)",1
"DHPS","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"DHX33","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"DIABLO","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DICER1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DIDO1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"DIMT1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"DIRC2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"DIS3L","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DNAJA1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"DNAJC14","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DNAJC2","C57BL/6J x mix (N=3)",1
"DNAJC4","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DNAJC9","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"DONSON","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"DPM3","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DRC1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"DSN1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DXO","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DYNLT1C","C57BL/6J x mix (N=3)",1
"E2F1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"ECHDC3","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"ECPAS","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"EEF2","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"EFHD1","C57BL/6J x mix (N=3)",1
"EFNB2","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"EIF1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"EIF1AD","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"EIF2B4","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"EIF5B","C57BL/6J x mix (N=3)",1
"EME1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"EP400","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ERCC4","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ERH","C57BL/6J x mix (N=3)",1
"ESCO2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"ETFB","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"EXO1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"EXT1","C57BL/6J x mix (N=3)",1
"EZH2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"FAAP24","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"FAM114A2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"FAM133B","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"FAM207A","C57BL/6J x mix (N=3)",1
"FAM216A","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"FAM228B","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"FAM83D","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"FANCA","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"FANCM","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"FBXO11","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"FBXO47","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"FBXW2","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"FEN1","C57BL/6J x mix (N=3)",1
"FIGNL1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"FKBPL","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"FOXJ3","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"FRG2F1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"FYTTD1","C57BL/6J x mix (N=3)",1
"G3BP1","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GADD45A","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)",2
"GALNT11","B6D2F1 clean (N=1)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GAPVD1","C57BL/6J x mix (N=3)|ICR clean (N=1)",2
"GAR1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GATA1","C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
