"gene","int","cnt"
"1110038F14RIK","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"1110059G10RIK","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"1700021F05RIK","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"1700024B05RIK","C57BL/6J clean (N=3)",1
"1700084M14RIK","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"1810022K09RIK","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"1810037I17RIK","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"2010005H15RIK","C57BL/6J clean (N=3)",1
"2210016F16RIK","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"2310022A10RIK","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"2610318N02RIK","C57BL/6J clean (N=3)",1
"4921524J17RIK","C57BL/6J clean (N=3)",1
"4930453N24RIK","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"4931406P16RIK","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"A430005L14RIK","C57BL/6J clean (N=3)",1
"A630010A05RIK","C57BL/6J clean (N=3)",1
"AA792892","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ABHD18","C57BL/6J clean (N=3)",1
"ABHD6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"AC127331.6","C57BL/6J clean (N=3)",1
"AC168977.1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"AC169506.2","C57BL/6J clean (N=3)",1
"ACAT2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"ACBD5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ACER2","C57BL/6J clean (N=3)",1
"ACOT7","C57BL/6J clean (N=3)",1
"ACP6","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ACTN2","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ACTR10","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ACTR6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ACYP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ADSL","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ADSS","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"AEBP2","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"AFDN","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AFF1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"AGL","C57BL/6J clean (N=3)",1
"AGPAT5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"AHRR","C57BL/6J clean (N=3)",1
"AI413582","C57BL/6J clean (N=3)",1
"AK6","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ALDOA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ALG13","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ALG14","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ALOX12","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ALYREF","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ANAPC1","C57BL/6J clean (N=3)",1
"ANAPC16","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"ANKRA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ANKRD37","C57BL/6J clean (N=3)",1
"ANP32E","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ARAF","C57BL/6J clean (N=3)",1
"ARF4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"ARGLU1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ARHGAP8","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",2
"ARID4B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ARL14EP","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ARL16","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ARL8B","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"ARMCX5","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ASCC1","C57BL/6J clean (N=3)",1
"ASCC2","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ASXL2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ATF1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ATF7IP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ATF7IP2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ATG5","C57BL/6J clean (N=3)",1
"ATP13A3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ATP1B3","C57BL/6J clean (N=3)",1
"ATP5C1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"ATP5F1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ATP5G3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"ATP5J","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ATP6AP2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"ATP6V0E","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"ATP6V1B2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"ATP6V1D","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ATP6V1H","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"ATXN3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"AU022252","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"B2M","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"BAX","C57BL/6J clean (N=3)",1
"BBIP1","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"BBOF1","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"BBS2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"BBS4","C57BL/6J clean (N=3)",1
"BC004004","C57BL/6J clean (N=3)",1
"BC028528","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"BC031181","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"BC147527","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"BCAP31","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"BCAS3","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"BCAT1","C57BL/6J clean (N=3)",1
"BCLAF1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"BIRC5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"BLNK","C57BL/6J clean (N=3)",1
"BNIP3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"BOD1","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"BOLA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"BRCA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"BRIP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"BSCL2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"BTG1","C57BL/6J clean (N=3)",1
"BZW1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"C130026I21RIK","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"C130073F10RIK","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"C1QBP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"C330007P06RIK","C57BL/6J clean (N=3)",1
"C87436","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CAB39","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"CALML4","C57BL/6J clean (N=3)",1
"CALR4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CAPRIN2","C57BL/6J clean (N=3)",1
"CAPZA1","C57BL/6J clean (N=3)",1
"CARF","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CARHSP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CBX5","C57BL/6J clean (N=3)",1
"CBX7","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"CCAR1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CCDC124","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CCDC186","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"CCDC25","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CCDC28A","C57BL/6J clean (N=3)",1
"CCDC58","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CCDC77","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CCDC82","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CCL25","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CCNC","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"CCNH","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"CCNT1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CCPG1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CCT3","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CCT4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CCT5","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"CD164","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CD320","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CD63","C57BL/6J clean (N=3)",1
"CDC25C","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CDC42","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CDC5L","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"CDCA5","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"CDK5RAP1","C57BL/6J clean (N=3)",1
"CDK7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CELF2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CENPA","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"CENPQ","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CENPS","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"CENPW","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"CENPX","C57BL/6J clean (N=3)",1
"CEP57","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CEP63","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CFAP20","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CFDP1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CHAF1B","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CHD6","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CHD7","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CHD8","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"CHEK2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CHP1","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"CHPT1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"CHRNA1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CHST10","C57BL/6J clean (N=3)",1
"CHTOP","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CIAO1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"CIR1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CKS1B","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CKS2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"CLIC4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CLK1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CLNS1A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"CLP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CMTM6","C57BL/6J clean (N=3)",1
"CNBD2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",2
"CNBP","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CNEP1R1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"CNIH4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"COA7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"COG4","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"COMMD4","C57BL/6J clean (N=3)",1
"COMMD7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"COPE","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"COX14","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"COX17","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"COX4I1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"COX6A1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"COX7A2L","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CPM","C57BL/6J clean (N=3)",1
"CPOX","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CPSF3","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"CRXOS","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"CSTB","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CSTF2T","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"CSTF3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"CTC1","C57BL/6J clean (N=3)",1
"CTF2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CTNNA1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",2
"CTNNAL1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",3
"CTNNBIP1","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"CTSL","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"CYSTM1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"D5ERTD577E","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"D630045J12RIK","C57BL/6J clean (N=3)",1
"DAD1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DCBLD1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"DCDC2C","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",3
"DCTN3","C57BL/6J clean (N=3)",1
"DDT","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"DDX18","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"DDX24","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DDX39","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DDX39B","C57BL/6J clean (N=3)",1
"DDX4","C57BL/6J clean (N=3)",1
"DDX46","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"DDX52","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DECR2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"DEGS1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"DENND2A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"DESI1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"DGKE","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"DHX15","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"DIAPH3","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DKC1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"DLG4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"DNA2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DNMT1","C57BL/6J clean (N=3)",1
"DNPEP","C57BL/6J clean (N=3)",1
"DPH5","C57BL/6J clean (N=3)",1
"DPM1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DPPA2","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"DPPA5A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DPY30","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"DRG1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"DTYMK","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",2
"DUSP22","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"DYNC1I2","C57BL/6J clean (N=3)|ICR clean (N=1)",2
"DYNLRB1","C57BL/6J clean (N=3)",1
"DYNLT1B","C57BL/6J clean (N=3)",1
"EBPL","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|ICR clean (N=1)",3
"ECD","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"EDEM2","C57BL/6J clean (N=3)",1
"EED","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"EEF1AKMT1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)",2
"EEF1AKMT4","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"EFCC1","C57BL/6J clean (N=3)",1
"EIF2A","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"EIF2S1","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"EIF3C","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"EIF3D","C57BL/6J clean (N=3)",1
"EIF3J2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"EIF3M","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"EIF4A3","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"EIF4E","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"EIF4EBP1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"EIPR1","C57BL/6J clean (N=3)",1
"ELOC","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ELP5","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"EMC3","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"EMC7","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|ICR clean (N=1)",4
"ENAH","C57BL/6J clean (N=3)",1
"ENY2","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"ESF1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ETF1","B6D2F1 clean (N=1)|C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"EWSR1","C57BL/6J clean (N=3)|C57BL/6J x mix (N=3)",2
"EXOSC3","C57BL/6J clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
