"gene","int","cnt"
"FBXO33","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"FBXO8","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"FBXW23","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
"FDFT1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"FKBP1A","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"FKBP4","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"FNDC3B","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"FRYL","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"FUBP1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"FXR1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"G2E3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GGCT","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|ICR clean (N=1)",3
"GIPC2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GLI3","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"GM10717","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GM10718","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GM10719","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GM10722","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GM10801","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GM11236","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"GM11237","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"GM11756","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GM13769","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GM17132","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GM19428","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GM2042","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GM21244","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"GM21762","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",3
"GM47191","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GM4739","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GM47924","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"GM48216","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GM5039","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"GM6211","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GM6264","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"GM7666","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"GM7993","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GM8730","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GMNN","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GNAI2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GNG4","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GNL2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"GOLGA5","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"GOLGA7","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"GOLGB1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GOLT1B","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"GPCPD1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"GPD1L","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"GPR137B-PS","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"GRB2","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GRM2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GTF2A1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GTF2B","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GTF2H1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"GTF2H2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"GTPBP4","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"GTSF1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"H1F0","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"HCCS","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"HCFC1R1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"HERC2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"HEXDC","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"HNRNPA1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"HNRNPA2B1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"HNRNPR","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"HOOK1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"HPF1","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"HSBP1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",3
"HSDL2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"HSP90AB1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"HSPA8","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"HUS1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"IARS","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"IBTK","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"IFT43","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"IL7","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"INO80D","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"IPO4","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"IPO5","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"IPO8","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"IWS1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"JARID2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|ICR clean (N=1)",4
"JPT2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"KAT6B","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"KBTBD8","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"KCNMA1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
"KDM1A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"KDM5A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"KDM5D","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"KHDC1C","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"KHDRBS1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"KHDRBS2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"KHSRP","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"KLF13","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"KLHL20","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"KNL1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"KPNA3","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"LAPTM4B","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"LARP1B","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"LENG1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"LIMCH1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",3
"LIMK2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"LLGL2","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"LONP2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"LPCAT1","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"LRRIQ3","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"LSM14A","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"LSM7","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"LUC7L3","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"LYAR","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
"LYPLA1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"MACROD2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MAK16","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MAP2K1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MAPK6","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"MAPKAPK5","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MAT2A","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MAT2B","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"MATR3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MAX","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MCC","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"MCPH1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MCU","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"MCUR1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MED14","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"MED19","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|ICR clean (N=1)",4
"MED27","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|ICR clean (N=1)",3
"MED31","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"MED4","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
"METTL9","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MFAP1A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MGA","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MGAT4A","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"MICU2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MIER3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"MINDY3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"MIS18A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MMS22L","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"MRPL34","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"MRPL35","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MRPL53","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MRPL57","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
"MRPS23","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"MSH4","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"MSL3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"MTA3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MYCBP2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"MYL12B","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"MYNN","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"MYSM1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"N4BP2L2","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NAA35","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",3
"NAA40","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"NADK","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"NEDD1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NEK1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"NET1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"NEXN","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"NF1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"NIPBL","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"NKIRAS1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NMD3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"NOL9","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NOLC1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NPM2","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"NSMCE2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"NSUN4","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"NUDC","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"NUMB","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"NUP133","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
"NUP62","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"NUSAP1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"NVL","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"OAZ1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"OAZ1-PS","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"OLFR1173","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"OLFR1459","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"OLFR374","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"OLFR639","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"OOG1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ORC3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"OSBPL9","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"OSER1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|ICR clean (N=1)",4
"PA2G4","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PAFAH1B1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"PAFAH1B2","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"PALB2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PAN2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"PAPSS1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PARD3","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"PARP1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
"PCGF1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"PCGF6","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|ICR clean (N=1)",3
"PDAP1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PDCD5","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PEX1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PEX7","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"PHIP","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"PI4KB","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"PICALM","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"PIGN","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PIK3R3","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"PIM1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"PLK4","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"PLPP1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"POFUT2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"POLD3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"POLR2D","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"POLR2G","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PPIB","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PPP1R12A","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"PPP1R15A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PPP1R7","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"PPP2R2A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"PPP4R3A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PRC1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PRICKLE1","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"PRKAR2A","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"PRMT5","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"PROM1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"PRPF38A","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"PRPF4B","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"PRRG1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PSMB3","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PSMC1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"PSMD2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PTGES3","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"PTMA","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",5
"PTP4A1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"PTPN21","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"PTPRR","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"RAB14","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"RAB2A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"RAB5A","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RAB7","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4
"RAD50","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"RAD51","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|ICR clean (N=1)",3
"RALGPS2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"RANBP9","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"RAP1A","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"RAPGEF2","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"RASA2","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"RBL1","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"RBM26","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"RBM27","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"RBM7","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RBPJ","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"RBX1","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"RCAN3","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"RER1","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"RHPN2","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"RIF1","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"RIMKLB","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"RITA1","C57BL/6 clean (N=3)|ICR clean (N=1)",2
"RNF122","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|ICR clean (N=1)",3
"RNF17","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)",2
"RNF216","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"RNF220","B6D2F1 clean (N=1)|C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"RNF24","C57BL/6 clean (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"RNF38","C57BL/6 clean (N=3)|C57BL/6 x mix (N=3)",2
