gene_id;log2FoldChange;padj
Myo3a;0;1.69327725100409e-06
Tusc3;-4.09509006594255;1.71844913037106e-06
Nfe2l3;0;1.73444267793673e-06
Gm13103;-3.270723740627;1.75165296784502e-06
Dusp22;3.551538786381;1.76894794040995e-06
Lpin1;0;1.78119076293982e-06
Srgap2;-7.50343704154303;1.78277818970726e-06
Nsdhl;0;1.85339194988122e-06
Tmem255b;-8.35552035882342;1.85986925623865e-06
Cited2;-2.81859122107882;1.89421533392679e-06
Cd5;-6.79305056844129;1.89939289270543e-06
Cks1b;-0.9920583210876;1.90041059293434e-06
Nap1l4;-1.75952954306291;1.90915933711302e-06
Purg;0;1.96858641513724e-06
Igsf3;-3.84984006335228;1.9802628517046e-06
Nop56;3.13801573661917;1.99764556031273e-06
Ccdc47;-1.27111755042927;2.05252491777901e-06
Zfp943;-5.50172696130736;2.09690741231646e-06
Thumpd3;2.50210917362654;2.1228644774844e-06
Cd69;0;2.13654028991518e-06
Slc35b1;1.94448192795232;2.14136475822709e-06
Pbld2;0;2.21175760820046e-06
Ripk2;-5.41429941352958;2.21902886761098e-06
Chd6;-2.60046297960486;2.29548934584079e-06
Adamtsl1;0;2.29828078951008e-06
Rps6kb1;1.94168323170183;2.29828078951008e-06
Bdkrb1;0;2.31762268471739e-06
Bcl9;0;2.36297284669336e-06
1700030J22Rik;0;2.53767366326027e-06
Fam229b;-4.53486156232603;2.55793866551068e-06
Map3k10;0;2.5628386498419e-06
Exoc4;0;2.58761577628169e-06
4931429I11Rik;0;2.60183415845727e-06
Ofcc1;0;2.61711272683607e-06
Gm4847;0;2.6834696724698e-06
Krba1;0;2.71027467334637e-06
Uvrag;-3.61265169770553;2.74202621762942e-06
Fpgs;-5.54142994157055;2.82295718724885e-06
Nek1;-2.65352980491279;2.84493044809235e-06
Gm13125;-4.85672394363145;2.86191328897058e-06
Itsn2;-3.99867464001008;2.86191328897058e-06
Wdr91;0;2.87692230322623e-06
Cmklr1;0;2.90024392984181e-06
Dnah7a;-4.97116783337;2.97626830066372e-06
Ltc4s;-1.90389780425941;3.08117489409526e-06
Smarce1;2.079575350673;3.27184467261655e-06
Strada;-6.47136490524765;3.30490760805168e-06
Gm6377;0;3.31246120608684e-06
Cybrd1;3.41144709553933;3.32581463376203e-06
Il34;0;3.32581463376203e-06
Scml2;-3.18815678402509;3.32817155874549e-06
Grcc10;9.71236992780898;3.36044510087481e-06
Gbp7;0;3.45138374735182e-06
Rnmtl1;10.8010711294752;3.46506492171974e-06
Uggt2;0;3.47367945044291e-06
Klhdc2;-1.02511192285317;3.50988610097085e-06
Fbxw8;0;3.52226005618979e-06
Tecr;2.39128469335665;3.52661982445314e-06
Usp12;8.32393290718383;3.52661982445314e-06
H2-DMa;11.7985879127989;3.57090346515495e-06
Cir1;-1.31538921422689;3.58953406320298e-06
Tiparp;-1.86634151483657;3.59335585855412e-06
Cstf3;2.76697394996919;3.60087331155454e-06
Sfmbt1;-1.89194232313877;3.61186741622187e-06
Gm5868;-8.35892921348966;3.64881636983044e-06
Acoxl;0;3.66032500591119e-06
Nt5c2;2.17665079727722;3.68887978253142e-06
Rbm19;3.36393629784674;3.689636369194e-06
Arfgap3;0;3.69223238402387e-06
D930020B18Rik;10.020616193183;3.71408972271827e-06
Nhlrc2;-4.79041125638011;3.74307541775982e-06
Gm11541;0;3.77675648820757e-06
Sub1;-1.94394573423165;3.77675648820757e-06
Agbl5;0;3.80118355184702e-06
Wash1;-3.3706461063009;3.81715623259102e-06
Zfp719;11.4868979606454;3.81715623259102e-06
Prmt2;-5.03291702398565;3.8265265652581e-06
Xdh;-3.67168658746991;3.83972534372946e-06
Psmd12;2.08431549671651;3.85191884607731e-06
Gpr149;-4.81968918205844;3.97466019846457e-06
Stx8;-2.36628182417286;4.06299321863108e-06
Bai3;0;4.10236555479622e-06
Rasa4;-3.91313240156495;4.15342291908622e-06
Slc28a3;3.6654740931619;4.21947451192266e-06
Cpsf3;2.60762186236865;4.24674786565133e-06
Nagk;0;4.2821656321316e-06
Edrf1;-3.63015711848654;4.29702755665644e-06
Akap12;-3.16210746946528;4.32522680640611e-06
Ntpcr;0;4.4235543894312e-06
Parp1;4.54006520402148;4.46413029537963e-06
Reg1;0;4.47255847460467e-06
Myl12b;1.9358713634248;4.59560813435704e-06
Fbxl14;0;4.62169722627365e-06
Ppfibp2;-4.61474212398188;4.67094012512272e-06
Per3;-4.86376190084852;4.78114293603212e-06
Mthfs;-3.57797383309126;4.88824301593618e-06
Trub1;2.44524912110411;4.94750711510911e-06
C2cd5;-1.94363749384162;5.04051088478648e-06
Chd7;-1.35173889810785;5.07377075049676e-06
Pydc3;0;5.24230552451569e-06
Frg1;1.50720579386928;5.27115944533301e-06
Pyurf;-5.86716095499514;5.30072157309929e-06
Eny2;-1.70197748960675;5.3978987063966e-06
Ttc39c;-6.98710144002031;5.43969942812731e-06
Trim61;-2.56242743564192;5.51443021993784e-06
Mmp12;-8.88939981965068;5.52250047481396e-06
Shisa8;0;5.63876467589311e-06
Dcun1d1;-2.06828172280902;5.79009824438839e-06
Dctpp1;2.34008698434031;5.79397293589244e-06
Cntnap2;0;5.81136860236428e-06
Usp51;-8.48530147228276;5.81584837444853e-06
Emb;-4.92972882399535;5.87001453944505e-06
Myl4;-2.94255071417527;5.87001453944505e-06
Trim60;-5.05829542382309;5.9217791418216e-06
Spats2;-4.14943974319692;5.97435787849147e-06
Vps26b;9.04083554318967;5.9987506633252e-06
Ccdc97;-6.85513560278417;6.0722573683666e-06
Opn3;0;6.09550961437977e-06
Scaper;-4.48499571326861;6.36043195338138e-06
Gpr137c;-4.31222390857105;6.39807672524795e-06
Frk;0;6.54051543429885e-06
Dcps;-8.21488172402156;6.66161427552105e-06
Troap;3.08094770855131;6.68919082319779e-06
Cenpn;-2.23847766080917;6.75624965155552e-06
Ap3b1;0;6.88584366441121e-06
Sypl;-1.62342606187246;6.99205248040518e-06
Tmem175;-5.15168678818773;7.06982499542519e-06
Prlr;-1.23429411103498;7.13849134116764e-06
Ddit4;0;7.56276203340801e-06
Csrnp1;8.68183947563412;7.64134798241517e-06
Gdi2;2.51820594181919;7.7095955182112e-06
Dock1;0;7.85369472312996e-06
Adpgk;0;7.92911176254702e-06
Dad1;-0.984923766887313;7.96317106353144e-06
Sept14;-5.9285913742519;8.31569941590584e-06
Sptssa;1.67221702093651;8.37872002775202e-06
Trmt2b;-9.01283307410556;8.37872002775202e-06
Best3;0;8.50033602189614e-06
Aph1a;-7.9143050747565;8.58009823366301e-06
Cldn7;9.83505793745061;8.6024234691005e-06
Ada;0;8.60472813201789e-06
Rnf24;-5.79631470940792;8.68369784398193e-06
Snrnp40;2.77699320908053;8.97664924103698e-06
Skint9;0;8.98089396389558e-06
Mrpl40;1.47232762257989;9.16515059168478e-06
Ccl3;0;9.22315654567901e-06
Hist2h2bb;0;9.3217611083331e-06
Usp4;-3.47850242691212;9.3217611083331e-06
Snap23;1.59492327351441;9.45079467101723e-06
Cpb1;0;9.58965751843697e-06
St7;-3.9454727444235;9.60539094787968e-06
Trim3;-7.56410403215539;9.68631466355855e-06
Lpcat1;0;9.79531781591662e-06
Pdlim2;-6.79589669139436;9.90718520155455e-06
4921536K21Rik;-5.69976694405693;9.97494955500009e-06
Gstcd;0;9.98434095789777e-06
Zscan10;0;1.00856044775381e-05
Ercc8;8.26726503750076;1.02098892501256e-05
Acsl5;0;1.0216470661095e-05
Pgam5;0;1.03763080474657e-05
Vmn2r65;0;1.03965628407175e-05
Adig;0;1.09287651098379e-05
Lypd3;0;1.10645657672957e-05
4930453N24Rik;2.62353159357474;1.12306471827877e-05
Hist4h4;0;1.13168904231892e-05
Hmgxb4;-1.95160490352443;1.13168904231892e-05
Acadm;0.897603726534834;1.14979662966167e-05
Rnf214;1.98841949816793;1.15330710359178e-05
3632451O06Rik;0;1.16012810306577e-05
Btg1-ps1;0;1.16092629846778e-05
Ank;0;1.18811590743219e-05
0610007P14Rik;-1.25328382703226;1.20597957863787e-05
Cyp2b23;-10.6840393749202;1.20648331382436e-05
Isl1;0;1.24732671258742e-05
Eddm3b;0;1.27395410179794e-05
Chdh;0;1.28741968171704e-05
Pomk;-7.60248959117172;1.28741968171704e-05
Mgat4c;-5.67567977410762;1.28956789141533e-05
Fsd1;0;1.30535706137374e-05
Gm4907;-4.8192566477929;1.31366453275391e-05
Kcnk18;0;1.32516325655435e-05
Tmtc2;0;1.33859137767088e-05
Dis3l2;0;1.35109504687073e-05
Snx22;-5.72990715151346;1.35678640718239e-05
Zfp691;-9.50878201978438;1.4287076942246e-05
Dab1;0;1.4339344880927e-05
Mrfap1;2.23279566555859;1.43481993090027e-05
Acyp1;3.80998222396911;1.44097572311205e-05
Sntg2;0;1.44681599451198e-05
Tmem53;9.15927892844867;1.44800033403659e-05
Peli2;0;1.46688549777754e-05
Akap17b;-1.77548121606024;1.4669705706468e-05
Tpra1;-4.7239914757921;1.50591819482732e-05
Birc2;0;1.51116969572833e-05
Sf3b4;2.8487655132106;1.57677606634332e-05
Pgap1;0;1.59272812225995e-05
Mlx;-8.02054704774412;1.61213146138484e-05
Hsbp1;-0.828053799333669;1.61785005293773e-05
B4galt6;-2.86161965475087;1.63897915013235e-05
Gm8817;-8.57935316038309;1.64295835763584e-05
Tmem120b;0;1.65822447174422e-05
Ngdn;1.33760677308607;1.66415463098062e-05
Faxc;0;1.66835487797085e-05
Pde4d;-4.76691283544655;1.67584199653167e-05
Mthfd2;-2.39476878222097;1.68087354621212e-05
Gm15127;0;1.69416961904763e-05
L3mbtl4;-8.3204741825622;1.7039566647981e-05
Nr1d1;-4.61600041368803;1.7039566647981e-05
Ndufaf3;0;1.70401914091227e-05
C78339;0;1.74935068006688e-05
Mrpl48;-2.25903533575326;1.78073123130991e-05
Trpc4;0;1.78605547053312e-05
Phf14;-2.33948654808912;1.83265095694807e-05
Twsg1;-4.76452819268212;1.84535649657693e-05
Adss;-1.68090093164642;1.85420198128191e-05
Fxn;2.51087493245526;1.85694784621376e-05
Slc47a1;0;1.86544378642248e-05
Iqcc;-7.92224321926623;1.88449899431399e-05
Cd200r3;0;1.89482810700461e-05
Hamp;-4.58619976957495;1.91075259868552e-05
Zfp672;2.62936356578317;1.91703389407437e-05
Baiap2l1;-2.60012662991091;1.931847127685e-05
Gm3985;0;1.96148258034378e-05
Trmt5;1.8184069363611;1.96390522475712e-05
Ocrl;0;1.96674903748694e-05
Loxl2;2.6293504681762;1.98142449323519e-05
Sc5d;-1.69164301249946;2.07376976041151e-05
Rfx3;-6.42398098112958;2.09139692529343e-05
Mnat1;-1.79389009819036;2.09660778778903e-05
5830473C10Rik;-4.92446469070743;2.10917876341607e-05
Ttc8;-8.08579831067763;2.13878385481197e-05
Ip6k2;-4.84076836120448;2.16848975848309e-05
Pdzk1;-4.92680196234349;2.17214740545135e-05
Nhs;0;2.19042998373478e-05
Cpm;1.90651405738114;2.21142099515696e-05
Noto;0;2.21982069206996e-05
Spock3;0;2.26455603092576e-05
Daf2;0;2.28730920987585e-05
Steap4;0;2.28730920987585e-05
Galc;0;2.28834295620776e-05
Sh3bp2;0;2.32746316489155e-05
2700060E02Rik;-1.37006023460729;2.33540695536831e-05
Krt84;0;2.33540695536831e-05
Gtf2a2;-1.56882500219718;2.33931511951152e-05
Bach2;-4.37175179798291;2.35287081513225e-05
1700028K03Rik;-3.99154865545353;2.37510355663262e-05
Cpd;4.10915252510327;2.38890919897212e-05
Mtg1;0;2.38890919897212e-05
Mapre2;-3.41807046859609;2.4308112187064e-05
Dip2b;-2.28696448758316;2.46362448914913e-05
Max;-5.32621154390899;2.48341108958934e-05
Gbp5;-8.31976693798514;2.53843776619589e-05
Srp19;1.3223079865408;2.56943429013068e-05
Atg5;-1.46799279687404;2.58158504902017e-05
Abhd13;-4.37962104846522;2.58555334073515e-05
Ube2w;-1.44252844308765;2.58555334073515e-05
Tmod4;0;2.63681426910048e-05
Arl8b;1.41409083415729;2.71516907965772e-05
Cela2a;10.5649759130764;2.73742008879785e-05
Timd4;-4.37753205346601;2.73933759168619e-05
Polr2d;1.30385288154601;2.77377379889078e-05
Clvs1;0;2.77494594034433e-05
Snx6;1.30669149485315;2.87442937920426e-05
Rbfox1;0;2.90490699979262e-05
Mrps5;-3.20372470741721;2.90525258302506e-05
Ythdc1;-1.63977580053737;2.90589446775331e-05
Zfp655;-1.76446472610106;2.91127621686213e-05
Prr7;0;2.99521630005771e-05
Fbf1;0;3.06149375891971e-05
Oas1f;0;3.06840314744012e-05
Tgfb2;-1.96267311417437;3.08718779221842e-05
2300009A05Rik;0;3.12773057261719e-05
Cep128;0;3.13614886085824e-05
Prr18;0;3.18050212875412e-05
Gc;6.40401611983265;3.18960779334521e-05
1110008P14Rik;2.44875405561827;3.19314441295835e-05
Cd300c;-7.99766720429122;3.23149598621792e-05
Krt20;0;3.23350399219797e-05
Dzip1;0;3.23710489815896e-05
Spata1;0;3.26642156954201e-05
Sec24d;0;3.27789243863154e-05
D3Ertd751e;0;3.33180020163234e-05
Shq1;0;3.33530446986547e-05
2210013O21Rik;0;3.35906651514605e-05
Ncstn;-6.16286794219713;3.37694138343952e-05
Pgk1;3.20342358369542;3.40075548561531e-05
Arntl;-5.42877336586788;3.41465681317908e-05
Oaz2;3.0664225321652;3.47146473791379e-05
Pir;0;3.48360323824053e-05
Zbtb46;0;3.53184915692604e-05
Chrna1;3.17992043521131;3.5341100633826e-05
Lhx2;0;3.59131571084838e-05
Atf6;-4.07321544279522;3.60741474739977e-05
Cluap1;-5.21712315833536;3.64425918183211e-05
Lrrc6;-5.37836708142831;3.67990324855859e-05
Mbd1;9.42470162145068;3.72210548001722e-05
Kansl2;1.78170751187781;3.7471354278297e-05
Ttc39b;2.81513495408457;3.75884796618169e-05
Sergef;-8.55460940090921;3.76095788392801e-05
Skint2;0;3.76095788392801e-05
Tagap;0;3.78313518616735e-05
Krt28;11.8915593987928;3.80116519474055e-05
Rab31;5.58221610490652;3.80457344501963e-05
Pard6a;0;3.80646399378612e-05
Lrp8;0;3.81156428503446e-05
Xrcc4;-1.80471840432337;3.83387482917558e-05
1700011A15Rik;0;3.8403811399178e-05
Hhat;0;3.86046302081463e-05
Tbc1d14;-4.55685865962612;3.86046302081463e-05
Psmd8;3.45428764628944;3.86203526208021e-05
Nat2;0;3.95594803590058e-05
Sh3rf3;-8.15477468755336;3.96401444738138e-05
Top1;-1.23878403607933;4.00062909011418e-05
T2;4.4109183365532;4.00371159880967e-05
Tex21;0;4.06048776581739e-05
Enpp3;11.1555535238637;4.07032895606263e-05
Enox2;0;4.07054767692561e-05
Ccar1;2.43641269968998;4.15004065334007e-05
Clk1;-1.56075984561761;4.22197567207409e-05
Ank3;-6.98359285665475;4.28451660706867e-05
Acot2;-6.60564221195667;4.28771205412827e-05
Aig1;-1.99084204320666;4.28775792294522e-05
Stx4a;0;4.29191946061886e-05
Ahr;-3.26540400268756;4.34319254795268e-05
Mrps18c;2.81905794546273;4.34852563129694e-05
Rras2;-2.94159405050025;4.36524328962573e-05
Dcaf6;-6.36474451156088;4.45368858361787e-05
Rbpms;-2.05189478021441;4.49094643317946e-05
Snx30;6.46017589350368;4.49325039557542e-05
Letm1;4.81130654595948;4.55466117220182e-05
Mre11a;-8.03355238647705;4.55736641074052e-05
Nim1k;0;4.67516781115175e-05
Atpaf1;0;4.69856722487379e-05
Fbp1;-5.43220548640028;4.70009933984705e-05
Rabl2;-4.39299420762302;4.70533372857316e-05
Gm9733;0;4.71163245121328e-05
Usp30;-7.83018284607833;4.75089877243964e-05
Gpr3;2.30136344533586;4.79268848582026e-05
Stau1;-1.95314734635307;4.80292369411762e-05
Adamts9;-9.27726019822002;4.83681550447698e-05
Hyal5;0;4.85487141288337e-05
Tph2;0;4.86244930669453e-05
Prkacb;0;4.96516477614933e-05
Lars2;0;4.9734201052061e-05
A830010M20Rik;0;5.0011349809982e-05
Echdc1;0;5.06181752261869e-05
Bpifc;-9.2165924788831;5.1042433357038e-05
Cxcl11;10.2332891496494;5.15676865260386e-05
Eif1;1.03243060350147;5.17395422491726e-05
Cdk2ap2;-2.03335552291311;5.18449083371835e-05
Dock10;0;5.18449083371835e-05
Cacna2d1;0;5.19110073821056e-05
Syne3;0;5.21513825981004e-05
Aasdhppt;2.22886533975006;5.22630210029063e-05
Hnrnpa3;-1.35038655014034;5.2356966512216e-05
Ifitm3;-2.35846211446841;5.27350840914152e-05
Fam120b;-7.57245436231694;5.27400650561861e-05
Dhx38;0;5.30910972575724e-05
Oca2;-5.42193427356093;5.3413413443804e-05
Ccdc90b;-3.01704630443438;5.3495573131334e-05
Ctnnbip1;2.70394026028779;5.3495573131334e-05
Pgbd5;0;5.3495573131334e-05
Dram2;-2.72172877813577;5.38440385634584e-05
Ddrgk1;0;5.40193049883398e-05
Stra13;-1.82210441185746;5.49700291525148e-05
Sirpb1b;0;5.52800098451584e-05
Aadac;-4.50193887754924;5.5374399569973e-05
Ccl25;4.78890956324734;5.55285996233979e-05
Lrrc42;2.53414327648131;5.55285996233979e-05
Abcc9;8.22719420903495;5.57283191938095e-05
1110058L19Rik;-4.21187664070865;5.61835292499053e-05
Fbxl12;-8.76965307543554;5.65388021965987e-05
Rnf168;-1.26987611772523;5.78925990364498e-05
Ccnb2;-2.25591419186164;5.81977619072213e-05
Sipa1l3;0;5.93979608488756e-05
Vamp4;-1.28928613073205;5.99509864397811e-05
Slc35f6;-8.32427441219226;6.01679902423503e-05
Mast1;11.0972223040119;6.09052428809947e-05
Scarb1;0;6.15139917880546e-05
Cenpu;-4.60834948008415;6.17440853430157e-05
Cdon;0;6.20240954957262e-05
Ephb4;0;6.21075353364938e-05
Fam160a1;-3.66752623921469;6.24755320554712e-05
Ackr3;0;6.28242190421329e-05
Slc25a31;2.12690328090767;6.31507679964875e-05
Lyplal1;-3.78282806252817;6.49105509123257e-05
4933427D06Rik;-4.31198473232107;6.53748908276974e-05
Itpk1;-4.67236316452978;6.53748908276974e-05
Peli1;-4.72700413981786;6.53748908276974e-05
Ttc1;1.46390802447411;6.59961271556965e-05
Mrpl17;4.77077460482353;6.60999929823801e-05
Gng3;-4.24623065059342;6.62690303512482e-05
Fam222b;-1.60395180994581;6.63561578016809e-05
Colgalt2;8.11397768295756;6.78670271183305e-05
Cyth3;-4.91082018114877;6.78670271183305e-05
Col4a3;-8.46143741268721;6.8135421809934e-05
Spg21;-7.51188100476703;6.8135421809934e-05
March10;0;6.88217040810904e-05
Micu3;-7.95384018685321;6.89617655050881e-05
Aph1c;-8.78981787487832;6.90954705528293e-05
Plxnb1;0;6.95640821063426e-05
Plce1;-4.59684772373462;7.03023675192298e-05
4930522H14Rik;0;7.04765938630331e-05
Ndufs4;-1.67051259953969;7.08884383047234e-05
Mlf1;2.12225529026508;7.11103705752372e-05
Tprg;0;7.11438496823253e-05
Nlrp9b;-5.0514830908204;7.12398746392296e-05
Tex26;-4.1504238107138;7.20773215230728e-05
Asf1a;-1.55081653712283;7.34630782227731e-05
Kdm7a;-1.20303874083711;7.42889946041842e-05
Vdac2;-2.02010547609464;7.46503682578852e-05
Atp6v0a1;6.24440611171297;7.49950218605617e-05
Cox7c;4.65784142188739;7.50489505124282e-05
Dnal4;0;7.50697892660717e-05
Slc26a9;0;7.54768282221442e-05
Tmem50a;-1.48138268968391;7.55754194951408e-05
Iltifb;0;7.57416930868539e-05
Gabpb1;3.29100593445172;7.67443171668501e-05
Slc30a9;0;7.69266246630353e-05
A930018P22Rik;0;7.69676035381609e-05
Cul4a;0;7.70299438349938e-05
Ppil4;-1.23256837452708;7.80868536666701e-05
Raly;0;7.81735614311527e-05
Tmem170;8.92120761731199;7.86627539253606e-05
Snx16;1.69968926808534;7.87584998049423e-05
Hprt;1.88265817320518;7.92649976781699e-05
Kcne3;10.6753330167843;7.9779266133827e-05
Sin3a;-1.8295835146282;7.9779266133827e-05
1700010I14Rik;-6.92229438405481;7.99428067996989e-05
Zfp97;-1.46849608116403;8.00041661735486e-05
Kctd7;9.56666950882368;8.03719001160356e-05
Defb50;0;8.05925889956146e-05
Otud1;0;8.07219707481607e-05
Cenpq;-1.4535044789593;8.09827937628663e-05
Slc9a7;0;8.20838517708618e-05
Ubb;1.28187702680165;8.26757372012615e-05
Speer4b;0;8.44601182914888e-05
Fam120c;0;8.48173446401461e-05
Rbm4b;0;8.50957437334628e-05
Ddx24;-1.2611881377;8.59664414928132e-05
Asl;8.65549002544119;8.64785903167304e-05
Maob;0;8.66462179530118e-05
Slc30a4;-5.84156534694273;8.67354912146597e-05
Tspan5;-1.98241749318115;8.81268080231231e-05
Zfp850;0;8.82103063044785e-05
9530077C05Rik;9.99606707640969;8.85097248846773e-05
Paqr3;0;8.96098733615814e-05
Med8;2.60005975804432;9.04630988545463e-05
Selk;1.05433373585329;9.07364618140287e-05
Gm5617;0;9.1105484559719e-05
Dnah10;0;9.15679754817245e-05
Spopl;0;9.15874444003712e-05
Gen1;-8.40658625568548;9.1773951436151e-05
Armc10;-5.09150202942909;9.22389074548422e-05
Dapk2;0;9.23737798230024e-05
Vmn1r35;0;9.39788172737268e-05
Sigmar1;9.95353485879616;9.49308120576259e-05
Ptprb;0;9.52916081172942e-05
Slx4ip;-2.13991385423794;9.7348770083082e-05
Nras;1.9485286374834;9.73552946296397e-05
Dnah5;-7.45333188503979;9.78573857711521e-05
Kcnip4;0;9.83912601660471e-05
Rapsn;0;9.83912601660471e-05
Immp2l;0;9.91650027672502e-05
Wdr90;0;9.91650027672502e-05
Paip2;1.57367625486156;9.96211072873877e-05
Ccr3;0;9.96959011131793e-05
Col24a1;0;9.96959011131793e-05
Nudcd3;-3.41266106217512;9.96959011131793e-05
Fhod1;10.1903887966587;9.97803240274204e-05
Naa40;-5.32967849774876;0.000100755062150319
1700029P11Rik;0;0.000101043682940458
Acbd5;1.38342382863777;0.000101043682940458
Zfp110;0;0.000101873241371435
Dsc2;0;0.000102528590232946
1700042B14Rik;-4.86110189096491;0.000103398759687981
Rmi2;1.96333364848773;0.000104294488735197
Bbip1;-1.30864126621337;0.000104325360886853
Herc2;-2.68910456322225;0.000104484617988779
Tmem33;2.05351795465059;0.000105564259587446
Ncoa5;0;0.000106585039726726
Rad52;0;0.000107131848516592
Top3b;-5.07662767825791;0.000107570023193465
Dcaf17;1.58880342686167;0.000107949698884871
Ascc1;4.60615130346584;0.000108215374721056
Wee2;-2.4567657176492;0.000109143155531973
2300002M23Rik;0;0.000111141994189508
Bcl2l15;0;0.000111152585854014
Vmn2r26;-7.82864272107124;0.000111719345850826
Gdi1;-4.42173150064403;0.000112829037663848
Gpalpp1;1.62076370275378;0.00011292169737514
Tbc1d8b;-9.36381281796985;0.000113969981904214
Pla2g12b;0;0.00011507377243851
Cenpw;2.76916939213074;0.000115756797443869
Sptbn1;-2.4623367851214;0.000115756797443869
Marcks;-4.70066438906157;0.000116684488416659
Pls1;-1.74712342991239;0.00011780814547676
Igf2bp2;-1.42694759451722;0.000118130309872819
Ppara;0;0.000118367109646643
Prex1;0;0.000118885285104351
Gpr56;0;0.000119310202102561
Nup43;1.14588738707048;0.000119310202102561
Setd1a;-7.00762231550816;0.000120543945701604
Trim35;0;0.000121526692479535
Olfr915;0;0.000122048030836476
Dnajc8;-1.59574849300182;0.000122538190309482
Ccndbp1;-1.75710652557319;0.000123219164554995
Mob4;-1.86458882272353;0.000124157544136929
Lingo2;-2.33986245591973;0.000124477962276471
Mrpl37;3.22096197530692;0.000124896779711306
Dnah9;-7.20820626298364;0.00012538272278728
Atxn2l;-4.77149862163993;0.000126766455375981
AI413582;1.72923691370551;0.000127106638478255
Degs1;-1.58837238900319;0.000127688477215635
Clic4;2.83785608952713;0.000128205156284108
Nanog;2.19160119427966;0.000128205156284108
Tgds;-3.59163365231988;0.000128342890719305
Prkar1a;1.00080062756356;0.000129330784950701
Nlrp4c;-7.76971551092584;0.000130128644343805
Thap4;5.54751843372554;0.000131223781394141
Gcnt1;10.5424433174169;0.000131344507080741
Ift80;-3.9831903926693;0.000132919807797376
Htr5a;-4.45544113393128;0.000134057468301733
Nol10;-2.66016182146224;0.000134057468301733
Il2rb;0;0.00013546232576899
Trp63;-5.30357463208263;0.000137054075614176
Apip;-0.827556034042397;0.00013787015778995
Yeats2;7.48267243585675;0.00013831752190899
Dclk2;-4.45220329599393;0.000138854524738524
Unc79;0;0.000139466115790627
Klhl42;5.48972083356727;0.000139919086490711
Lancl2;0;0.000140693651131635
Acox3;-6.24202244722161;0.000140863903027402
C1qb;0;0.000141624601444372
Odf2;-1.41811982516211;0.000141624601444372
Erh;1.13481604456284;0.000142525514783695
Vps13c;0;0.000142774202451594
Arfip1;-2.04533189146572;0.000144856742865971
Phf3;-1.06584555312215;0.000146225051433932
Vps72;-4.55926797363054;0.000148048880827422
Paip1;-2.57224101283918;0.000149679658971725
Cenpi;1.60167261383659;0.000149829265170409
Angptl1;0;0.000150328983698516
Akap11;5.45954812356673;0.000152045527425137
Atad2b;1.38453758425458;0.000153317533869048
Sorcs3;-8.03870260673335;0.000156849939995455
Zfyve21;-2.09914353029974;0.000157420600332258
Tdh;11.3219295096159;0.000157571465564655
Tcf25;-1.61063688544192;0.000158864815228053
Ypel5;-1.66254796431425;0.000159135065387245
Ankrd13a;-4.81017749980539;0.000159211520345175
2310033P09Rik;-5.0329916801327;0.000160068875694264
Ppp3cc;-6.72507663697185;0.000160068875694264
Mael;2.10813057729012;0.000160088979391049
Sh2b3;0;0.000160534502791087
Vdac3;-1.85648846925445;0.000160534502791087
Zfp612;-6.66028473895668;0.000160897773042963
Dync1i2;-1.99063373911202;0.000161265079665602
Pde6b;0;0.000161840649070848
Kctd18;7.6380281318351;0.000161859232885484
Tmem123;1.84517852752009;0.000163553310277181
Slc50a1;9.39278741385287;0.000164967087842878
Ccdc82;-1.57313712735985;0.000165273206103473
C87499;-2.60260491340058;0.000167515969665129
Dhrs2;0;0.00016764204510444
Zfp952;0;0.000168177926796832
Trim75;-3.58159284386316;0.000168561624609119
Mus81;0;0.000168946625185289
Ffar2;0;0.0001697695932777
Dysf;11.6282259094701;0.000170630947558422
Krtap4-6;0;0.000170989609991939
Spata31d1d;0;0.000172735662895433
Ppp2ca;2.01986696000923;0.000173000465016878
Psmb2;0.666160044106657;0.000173279779505515
Cdk14;0;0.000174431291951905
Fasn;10.050434858905;0.00017465381706918
Erlec1;10.1627879307777;0.000176443101865945
Rundc3b;0;0.000176443101865945
Tpm4;11.2575967614507;0.000178970039375681
Atp5a1;1.02313029773868;0.000180767974755626
Lpl;-3.02624010550269;0.000182063778969498
Magoh;-1.19836135600099;0.000184047409942725
Trmt11;-2.45062917507035;0.000184896024153236
Adamts19;0;0.000185315944661786
Dnm1l;-1.26290912836208;0.000185391522101691
Nrsn1;0;0.000186657096930324
Tmem114;0;0.000187263872488351
Apeh;0;0.000187449649463505
1810062G17Rik;0;0.00018766737537285
Naip1;0;0.000188063289010281
Rhobtb2;0;0.000188427207648085
Trpa1;0;0.000188698452955126
Batf3;0;0.000190992107502289
Tfb1m;-3.76266253990628;0.00019151847956804
Hnmt;-2.0925292550881;0.000192567997008053
Ube2l6;-4.0541795350983;0.000195178120020372
Enthd2;0;0.000195346417888182
Lin28b;-3.24622147134237;0.000196827785397562
Socs4;-4.18344736293709;0.000196827785397562
Smim8;-2.78776611625348;0.000199332200655275
Pebp1;2.09592475243253;0.00019933224426772
Bsdc1;0;0.000202081356212287
Ptprf;0;0.000202856370674831
Ahnak;-2.13315572582078;0.000203674157332903
Nrxn3;0;0.000203674157332903
Vps39;0;0.000203895112763149
Apba2;-7.0433212960074;0.000205639182468663
Ikzf4;0;0.000208082261279657
Golgb1;-3.44643179348837;0.000209355429180335
Ube2f;1.8351484413101;0.000209769061226061
