gene_id;log2FoldChange;padj
Slc34a2;11.4223331038684;1.37542086172131e-07
Zfp948;5.15875477164605;0.0646475929542393
Zc3hc1;10.5933784986563;2.82593718661467e-18
Zc3h10;0;NA
Npsr1;0;NA
Ddx31;0;NA
Rlbp1;0;NA
Lrrc69;0;NA
Mogs;0;NA
Lgals2;0;NA
Klhl23;0;NA
Rbm14-rbm4;0;NA
Tnfrsf22;0;NA
Dolpp1;0;NA
Fgfrl1;0;NA
Mak16;12.2046113403911;5.30303274761978e-31
Oxld1;0;NA
4931423N10Rik;0;NA
Gm853;0;NA
Dkk3;0;0.953607105568721
Chkb;7.06687043309991;0.157138837086901
0610011F06Rik;5.96541793958666;0.0413000816566277
Tagln;0;NA
Tmprss12;0;8.36703011542379e-10
Smtn;9.55360551835964;0.0165179644823109
Rasgrp4;0;0.0518247111111201
Catsperg1;0;NA
Cbx4;0;NA
Arg1;11.2052540933972;3.97939367906086e-12
Pias3;0;NA
Dnaaf2;11.0887049615485;4.57640454541569e-08
Dync1h1;3.16754758697763;0.226642789511628
Prr12;0;NA
Mybpc1;0;NA
Mturn;0;NA
Ly75;9.8468468334742;0.00275393042060763
Gip;9.82816663564784;0.0225233034544503
Rundc3a;0;NA
Mup6;0;NA
Cck;0;NA
P3h4;9.35184269613386;0.0042732756760626
Mmp11;0;NA
Gm3336;0;NA
Alkbh4;0;NA
Ctsa;9.35010602850988;4.21967744771472e-24
Fzd9;0;NA
Sphk1;0;NA
F11r;10.0224577496926;0.000313229634125115
Tktl1;5.26651270058631;0.000822693425460873
Pramel1;0;NA
Ly6k;0;NA
Snx14;0;0.000468480072156096
Ceacam19;0;NA
Coch;0;NA
Tbc1d17;0;NA
Hk1;0;0.0761045438651302
Cd80;0;NA
Ttbk1;21.9741532130427;1.46360047988554e-07
Rdm1;10.2821218999617;4.67640599298464e-25
Tomm5;7.32325001565447;3.02747924207492e-11
Fads2;0;NA
Wipf1;0;NA
Casq1;8.95067794824573;0.0629751210749324
Vmn1r51;0;NA
Ufsp1;0;NA
1700001O22Rik;6.59612506729717;0.189302625419136
Pcdh8;9.92681694587824;4.36524328962573e-05
Cul9;0;NA
Ncbp1;5.11940828528155;0.0230815980584299
Gab3;2.76429544633884;0.285212319669678
Zfp711;0;NA
Cyp51;7.87240930794296;0.00147757359957462
Anpep;0;NA
Mdk;10.1889521172007;0.000337180151035312
Ddx3y;0;NA
Serpinf1;0;NA
Gal3st1;8.36933913768217;0.0886727003495061
Radil;0;NA
Tfeb;0;NA
Gm4984;9.83681663496376;0.00877439696844707
Lgi3;0;NA
Fdxacb1;0;NA
Dnase1l2;0;NA
Acta1;0;NA
2510039O18Rik;8.30374409082972;0.0204947776812945
Cdc5l;5.14977978249635;8.65006236854263e-06
Lfng;0;NA
G6pc;0;NA
Art5;0;NA
Pgf;0;NA
Myo1g;0;NA
Wnk4;0;NA
Nudt22;10.5729199700653;4.06511657073327e-07
Papl;0;NA
Chrna9;0;NA
Il11;1.70721168710929;0.527226413957007
Nrp;4.34901443992285;0.308355228996994
1700019L03Rik;0;NA
Eda2r;0;NA
Zfp566;9.87437185546495;1.0351431199494e-07
Unc45b;0;NA
Mfsd12;0;NA
Zfp213;0;NA
Herc6;0;NA
Unc13d;0;NA
Zfp300;0;NA
Dok3;0;NA
Iah1;3.32183038588373;0.0666482708576134
Allc;0;NA
4930451G09Rik;0;NA
Itga2b;4.73789308459089;0.228055696862953
Sync;0;NA
Chka;4.5535761953461;0.00956467319898132
Tsen15;6.73726775602451;1.63683044679871e-05
Cdrt4;0;NA
Hsd17b14;11.7093624002009;3.47024860368828e-11
Prdx4;9.68564393088732;9.70035283226719e-14
Ccdc153;8.246964639485;0.0103445615948877
Smad7;9.17337287799996;0.0271995442306795
Ap5z1;0;NA
Lbh;9.83592489315904;1.88685958842033e-08
Slc6a14;0;NA
Mc5r;0;NA
Spn;0;NA
Syncrip;12.6573760765107;4.33580857193212e-13
Retsat;0;NA
Slc2a4;-1.52004238622603;0.794175971528957
A530064D06Rik;0;NA
Cd82;0;NA
Tnfaip8l1;0;NA
Gm4858;10.7261622717424;0.0255972234434687
Cetn1;9.22818088998953;0.0302382238033435
Mum1l1;11.5822591966873;0.00010470370255861
Nptx1;0;NA
Cdc42ep1;0;NA
Mpp4;0;NA
Irs3;0;NA
Frat2;0;NA
Atp1b2;8.68740796085585;0.0762731357112193
Gm8994;7.60415312654644;0.0050580448074623
Fgfr4;0;NA
Arhgap40;0;0.121883597400477
Apobec3;0;NA
1700024P04Rik;0;NA
Amigo3;0;NA
Etv2;10.371681989248;0.0028726959990332
Cysrt1;0;NA
Defb30;0;NA
Sowaha;8.59163336978677;0.00338545800114437
Dcst1;0;NA
Matn2;0;NA
Tmem44;0;NA
Ppp1r3b;0;NA
Bend3;10.3588065202688;6.3519121157522e-05
Cdc42ep5;0;0.072497590460784
Gm19345;0;NA
Grin3b;0;NA
Gemin5;12.1518568661944;1.41811786884742e-06
Wdr4;0;NA
Magix;0;NA
Nupr1l;0;0.418391805007701
Cdk5r1;0;NA
Prkcd;7.60703022608923;0.00108900228399153
Ankrd13d;0;NA
Utf1;9.60925808519629;1.39272080276619e-05
Slc25a43;0;NA
Ly6g5c;0;NA
Pex6;5.48545150064703;0.269238077701929
Tacr3;0;NA
Prph2;0;NA
Csgalnact2;0;NA
Gm9573;0;NA
Gm10439;0;NA
Taar7d;0;NA
Gm15455;3.94844057938888;0.26010489368706
Lman1l;0;NA
Cggbp1;6.52361532242979;1.32158609081766e-16
Dffb;0;NA
Plek2;3.66949858850641;0.239930667065135
Slc38a2;8.4352890145656;0.00857997557904239
AF067063;9.43676911281226;1.27423596389634e-12
Fam132b;0;NA
Zfp52;0.35728684911558;0.919525875663855
Rem2;0;NA
Vstm2l;4.66682492988809;0.131283867952491
Ptk7;0;NA
Ephx3;0;NA
Grm6;0;NA
Gabbr1;0;NA
Adamtsl5;0;NA
Pygm;0;NA
Ciita;0;NA
Celsr3;0;NA
1700008F21Rik;0;NA
Zfp369;0;NA
Yod1;8.35684639587388;0.0892162845078281
Gm14458;0;NA
Catsperb;0;NA
Usp25;0;NA
Zfp1;9.88082485806734;1.65942100225711e-05
Mfap4;0;NA
Bex1;10.7616887150267;9.93811533319617e-06
Usp17lb;11.4031998761084;1.21986202977855e-20
